INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
110517	峨嵋派独有的生活技能是什么？	魔术	法术	制符	#	#	#	-1	-1	1	-1	-1	-1	游戏知识 	4
110518	少林派独有的生活技能是什么？	开光	魔术	法术	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110519	逍遥派独有的生活技能是什么？	魔术	奇门遁甲	法术	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110520	丐帮派独有的生活技能是什么？	魔术	法术	酿酒	#	#	#	-1	-1	1	-1	-1	-1	游戏知识 	4
110521	每个门派都有一个辅助其独有生活技能的辅助技能天山派的辅助技能叫什么名字？	采冰术	魔术	法术	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110522	每个门派都有一个辅助其独有生活技能的辅助技能，星宿派的辅助技能叫什么名字？	魔术	引虫术	法术	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110523	每个门派都有一个辅助其独有生活技能的辅助技能，天龙派的辅助技能叫什么名字？	魔术	法术	经脉百诀	#	#	#	-1	-1	1	-1	-1	-1	游戏知识 	4
110524	每个门派都有一个辅助其独有生活技能的辅助技能，明教的辅助技能叫什么名字？	采火术	魔术	法术	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110525	每个门派都有一个辅助其独有生活技能的辅助技能，武当派的辅助技能叫什么名字？	魔术	道法	法术	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110526	每个门派都有一个辅助其独有生活技能的辅助技能，峨嵋派的辅助技能叫什么名字？	魔术	法术	灵心	#	#	#	-1	-1	1	-1	-1	-1	游戏知识 	4
110527	每个门派都有一个辅助其独有生活技能的辅助技能，少林派的辅助技能叫什么名字？	佛法	魔术	法术	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110528	每个门派都有一个辅助其独有生活技能的辅助技能，逍遥派的辅助技能叫什么名字？	魔术	六艺风骨	法术	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110529	每个门派都有一个辅助其独有生活技能的辅助技能，丐帮的辅助技能叫什么名字？	魔术	法术	莲花落	#	#	#	-1	-1	1	-1	-1	-1	游戏知识 	4
110530	鉴定符是个很有意思的东西，很多好的装备武器都是要经过鉴定才能发放光彩呀！那你知道8级鉴定符在哪里可以买到吗？注意我说的可不是用元宝买哦~	大理	武夷	苏州	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110531	如果你想知道一个未鉴定的武器的隐藏属性，那你需要以下哪种道具？	武器打造图	鉴定卷轴	鉴定宝箱	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110532	如果你想抓一个宝宝来陪伴自己，你应该去哪里？	玄武岛	海南岛	冰岛	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110533	以下哪种道具可以快速提升异性好友之间的友好度？	国庆快乐	十八学士	圣诞快乐	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110534	游戏中很多生活技能的使用都需要消耗活力或精力，你知道这两个属性在哪里显示吗？	打开生活技能的制作面板，他们就显示在左上角	根本就没有	管它呢，我不练生活技能	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110535	在苏州，你知道去哪里领取自己的双倍经验时间吗？	陈道明	沈澄	沈嫣	#	#	#	-1	1	-1	-1	-1	-1	游戏知识 	4
110536	在洛阳，你知道去哪里领取自己的双倍经验时间吗？	刘健明	吴德昌	刘德华	#	#	#	1	-1	-1	-1	-1	-1	游戏知识 	4
110537	在大理，你知道去哪里领取自己的双倍经验时间吗？	洪三贵	洪二贵	洪大贵	#	#	#	-1	-1	1	-1	-1	-1	游戏知识 	4
110538	他是唐中宗景龙初年进士，玄宗时历官中书侍郎、同中书门下平章事、中书令，他是唐代有名的贤相，他字子寿，韶州人，你知道他是谁吗？	潘玄耕	范百龄	张九龄	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110539	《天龙八部》里雁门关在现今中国的哪个省？	山东省	陕西省	山西省	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110540	《天龙八部》里保定帝落发出家后的法号为？	封尘	风尘	本尘	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110541	《天龙八部》第一部资料片叫什么名字？	天外飞仙	独闯江湖	仙人指路	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110542	鉴定符是个很有意思的东西，很多好的装备武器都是要经过鉴定才能发放光彩呀！那你知道8级鉴定符在哪里可以买到吗？注意我说的可不是用元宝买哦~	大理	苏州	武夷	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110543	如果你想知道一个未鉴定的武器的隐藏属性，那你需要以下哪种道具？	武器打造图	鉴定宝箱	鉴定卷轴	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110544	如果你想抓一个宝宝来陪伴自己，你应该去哪里？	冰岛	海南岛	玄武岛	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110545	以下哪种道具可以快速提升异性好友之间的友好度？	国庆快乐	圣诞快乐	十八学士	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110546	游戏中很多生活技能的使用都需要消耗活力或精力，你知道这两个属性在哪里显示吗？	管它呢，我不练生活技能	地面上	打开生活技能的制作面板，他们就显示在左上角	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110547	游戏中，苏州不能直接到达的场景是？	镜湖	西湖	夜西湖	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110548	天龙寺里的僧人有很多曾是大理国的皇室，保定帝出家后的法号是什么？	扬尘	粉尘	本尘	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110549	在苏州，你知道去哪里领取自己的双倍经验时间吗？	陈道明	沈嫣	沈澄	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110550	兑换道具银纰令箭，需要消耗什么？	善恶值	金钱	帮贡	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110551	在洛阳，你知道去哪里领取自己的双倍经验时间吗？	刘健明	无涯子	吴德昌	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	4
110552	在大理，你知道去哪里领取自己的双倍经验时间吗？	洪三贵	峨嵋派	洪大贵	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110553	你一定听说了四大善人吧？下面对他们四个描述正确的是？	赵天师、孙八爷、干隆、李工部	赵天师、孙十爷、钱龙、李工部	赵天师、孙八爷、钱龙、李工部	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110554	你知道如何去敦煌吗？	从洛阳城南门出去可以到达	从洛阳城的东门出去可以到达	从洛阳城的西门出去可以到达	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110555	你知道如何去嵩山吗？	从洛阳城的西门出去可以到达	从洛阳城的东门出去可以到达	从洛阳城南门出去可以到达	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110556	下列哪种珍兽不能通过打怪得到？	灵企鹅宝宝	圣企鹅宝宝	神企鹅宝宝	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110557	游戏里不能得到成年珍兽的是哪种珍兽？	灵企鹅	圣企鹅	神企鹅	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110558	游戏中负责兑换神企鹅的NPC是谁？	冯铸铁	汀汀	龚彩云	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110559	技能“咫尺天涯”是做什么用的？	瞬移	飞	制作定位符	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110564	游戏中道具“燕弦玉”是怎么得到的？	采药得到	挖矿得到	打怪掉落	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110565	游戏中道具“燕弦玉”有什么作用？	强化装备	镶嵌装备	兑换装备	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110566	游戏中道具“燕弦玉”能兑何种装备？	时装	武器	首饰	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110567	游戏中道具“怪物日记本”有什么作用？	阅读	学习技能	兑换时装	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110568	资料片《仙人指路》中，少林的新技能名称是？	群体嘲讽	围魏救赵	灭此朝食	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110569	帮派宣战会持续多久？	直到取消为止	3天	2个小时	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110570	小像是什么类型的珍兽？	均衡技能型	均衡体力型	均衡力量型	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110571	袋鼠是什么类型的珍兽？	均衡敏捷型	均衡体力型	均衡灵气型	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110572	小象的携带等级是多少？	85	65	75	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110573	袋鼠的携带等级是多少？	85	65	75	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110574	帮派效率副本的开放时间是？	不限制	星期天	星期六	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110575	资料片《仙人指路》中新添加的场景任务接取条件除了玩家等级之外还要求什么？	玩家声望	玩家关系值	玩家心法等级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110576	英雄任务接取最低等级是多少？	80	70	75	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110577	天山童姥、丁春秋、李秋水，这些人争了半生的逍遥派掌门，最后却由个什么都不知道的小和尚得到，是谁传给他的？	王语嫣	苏星河	无涯子	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110578	英雄任务的开启NPC是谁？	司马光	沈括	李工部	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110579	神企鹅宝宝的携带等级是多少？	55	60	65	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110580	“七星碎片”中，哪种碎片挖到会全服公告？	月亮碎片	金星碎片	太阳碎片	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110581	自动寻路功能是在哪个资料片放出的？	天外飞仙	乔峰归来	仙人指路	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110582	自动寻路功能是在哪个资料片放出的？	天外飞仙	乔峰归来	仙人指路	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110583	下列哪种坐骑是可以双人骑乘的？	熊	木牛流马	玄龟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110584	下列坐骑中速度最快的是哪种？	白虎	陆行雕	熊	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110585	少林第七本心法是什么？	金刚伏魔经	洗髓经	易筋经	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110586	明教第七本心法是什么？	风林火山	天地挪移法	九阳天书	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110587	武当第七本心法是什么？	童子功	一气功	仙天功	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110588	峨嵋第七本心法是什么？	灭绝剑法	九阴神爪	九阴天书	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110589	星宿第七本心法是什么？	神木王鼎功	移形换影大法	化功大法	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110590	逍遥第七本心法是什么？	逍遥拳	逍遥经	北冥神功	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110591	丐帮第七本心法是什么？	亢龙有悔	降龙十八掌	打狗棒法	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110592	天山第七本心法是什么？	风火连城	天山七剑	生死符	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110593	天龙第七本心法是什么？	淩波微步	一阳指	六脉神剑	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110594	燕王古墓有多少层？	5	6	9	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110595	楠木箱是几格材料箱？	7	3	5	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110596	绵制囊是几格行囊？	7	3	5	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110597	游戏中，60级以下玩家要成为初级师傅需要多少善恶值？	1000	800	500	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110598	游戏中，要成为中级师傅需要多少善恶值？	10000	6000	5000	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110599	游戏中，要成为高级师傅需要多少善恶值？	40000	50000	25000	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110600	游戏中，阳春面有什么样的效果？	提升HP上限	回复体力	提升力量	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110601	游戏中，南瓜碱饭有什么样的效果？	提升HP上限	回复体力	提升灵气	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110602	游戏中，锦色炒饭有什么样的效果？	提升灵气	提升力量	恢复生命值	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110603	下列哪种方法是无法得到七星碎片的？	采药	采矿	种植	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110604	七星碎片的作用是什么？	兑换经验	兑换装备	兑换神企鹅	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110605	1级万灵石兑换的御赐套装由几个部件组成？	6	5	4	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110606	3级万灵石兑换的御赐套装由几个部件组成？	6	4	5	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110607	5级万灵石兑换的御赐套装由几个部件组成？	5	4	6	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110608	收集多少燕弦玉可以换取一件燕侯套装部件？	30	20	15	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110609	收集多少燕弦玉可以换取一件皓灵套装部件？	20	15	30	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110610	收集多少燕弦玉可以换取一件赤炼套装部件？	45	30	60	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110611	“宫扇”“蒲扇”可以在哪个场景打怪掉落？	燕王古墓	夜西湖	银皑雪原	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110612	“宫扇”“蒲扇”最低多少级可以装备？	65	50	55	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110613	少林技能“灭此朝食”是如何学习到的？	修炼心法自动学习	打宝掉落秘籍	完成任务后学习	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110614	游戏中需要多少本“怪物日记本”才能兑换高级时装？	10	16	20	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110615	游戏中，“怪物日记本”在哪个场景掉落？	燕王古墓	夜西湖	银皑雪原	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110616	游戏中，烹饪技能的辅助技能是什么？	种植	材料加工	养生法	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110617	下列生活技能中，天山派不能学习的生活技能是什么？	养生法	玄冰术	开光	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110618	下列生活技能中，少林派不能学习的生活技能是什么？	采矿	佛法	玄冰术	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110619	下列生活技能中，明教派不能学习的生活技能是什么？	制药	采火术	开光	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110620	下列生活技能中，峨嵋派不能学习的生活技能是什么？	养生法	灵心术	道法	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110621	下列生活技能中，武当派不能学习的生活技能是什么？	工艺	炼丹	酿酒	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110622	下列生活技能中，星宿派不能学习的生活技能是什么？	铸造	引虫术	奇门遁甲	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110623	下列生活技能中，逍遥派不能学习的生活技能是什么？	缝纫	六艺风骨	采冰术	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110624	下列生活技能中，天龙派不能学习的生活技能是什么？	种植	经脉百诀	灵心术	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110625	下列生活技能中，丐帮派不能学习的生活技能是什么？	钓鱼	酿酒	圣火术	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110626	游戏中，棉布是用来打造什么装备的？	首饰	武器	防具	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110627	游戏中，精铁是用来打造什么装备的？	首饰	防具	武器	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110628	游戏中，秘银是用来打造什么装备的？	防具	武器	首饰	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110629	游戏中，精炼技能是跟哪位NPC学习的？	欧冶子	张小河	朱锋	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110630	游戏中，精制技能是跟哪位NPC学习的？	左季高	过三锤	朱锋	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110631	游戏中，精工技能是跟哪位NPC学习的？	薛烛	薛菲	朱锋	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110632	游戏中，精炼技能有什么作用？	制药	制造防具	打造武器	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110633	游戏中，精制技能有什么作用？	制药	强化武器	制造防具	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110634	游戏中，精工技能有什么作用？	制药	合成宝石	制造首饰	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110635	初入天龙，你知道乔峰段誉，你知道四大善人和云飘飘，可是你知道第一个帮你鉴定物品的是谁吗？	初中生	慕容复	初击平	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110636	一级种植技能不能种植的作物是？	苎麻	小麦	大米	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110637	种植早产植物的需要多长种植时间？	60分钟	15分钟	5分钟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110638	种植晚产植物的需要多长种植时间？	24小时	15分钟	70分钟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110639	从哪个场景可以进入夜西湖场景？	苏州	镜湖	西湖	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110640	来到天龙，你知道玄慈是谁吗？	丐帮帮主	峨嵋掌门	少林掌门	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110641	棋局活动大理入口NPC叫什么名字？	龚彩云	白展元	刘仲甫	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110642	游戏中，玩家可以拜师的最低等级是多少级？	25级	15级	10级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110643	珍兽企鹅的携带等级是多少级？	10级	0级	5级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110644	珍兽乖企鹅的携带等级是多少级？	25级	55级	45级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110645	珍兽灵企鹅的携带等级是多少级？	45级	35级	55级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110646	珍兽圣企鹅的携带等级是多少级？	75级	55级	65级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110647	“冰镇西瓜”是找哪个NPC换取的？	梁师成	岳常圆	朱世友	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110648	游戏中的初级师傅可以同时收几名弟子？	3	1	2	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110649	游戏中的中级师傅可以同时收几名弟子？	5	4	3	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110650	游戏中的高级师傅可以同时收几名弟子？	6	4	5	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110651	游戏中的一代名师可以同时收几名弟子？	12	10	8	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110652	男女玩家之间的友好度需要达到多少才能结婚？	2000	500	1000	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110653	玩家之间的友好度需要达到多少才能结拜？	1500	500	1000	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110654	“天下英雄谁敌手”系列任务的接取任务NPC是谁?	司马光	沈括	王安石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110655	“英雄不怕远征难”系列任务的接取任务NPC是谁?	司马光	王安石	沈括	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110656	“古来英雄皆寂寞”系列任务的接取任务NPC是谁?	沈括	王安石	司马光	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110657	游戏中40级以上的装备需要找谁才能修理？	龚彩云	胡繁	薛菲	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110658	材料加工技能可以跟哪位NPC学习？	薛烛	汀汀	冯铸铁	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110659	下列生活技能中哪中技能是需要消耗活力的？	材料加工	种植	烹饪	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110660	下列生活技能中哪中技能是需要消耗精力的？	养生法	精炼	采矿	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110661	天山童姥化身童女躲避李秋水和七十二岛岛主三十六洞洞主的追杀，她一直躲在哪里？	嵩山	峨嵋山	天山	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110662	帮派中允许存在最多几名副帮主？	3	2	1	#	#	#	-1	1	-1	-1	-1	-1	游戏知识	4
110663	帮派中帮主可以将职位禅让给什么人？	官员	帮众	副帮主	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110664	县衙升级后是什么？	紫禁城	府衙	州衙	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110665	企鹅蛋有什么作用？	可以用来镶嵌	高级烹饪材料	召唤神企鹅	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110666	帮派宣战对象必须满足什么条件？	对方帮派必须有50个以上成员	对方必须有50金和100扩张值	对方必须是1级以上帮派	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110667	同一时间内一个帮派最多可以向几个帮派宣战？	无限个	10个	3个	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110668	帮派宣战需要消耗什么？	100金和100科技值	100金和50工业值	50金和100扩张值	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110669	棋局活动新增的时间段是什么时候？	每天早晨的8：30~11：30	每天淩晨的1：30~4：30	每天中午的11：30~14：30	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110670	能改变珍兽性格的道具是什么？	珍兽玩具	珍兽口粮	养性丹	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110671	马鞍能提高多少坐骑速度？	40%	30%	20%	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110672	马鞍使用后效果能持续多久？	1个月	1天	1小时	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110673	地煞强化精华能强化多少级以下的装备？	70级	50级	40级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110674	暗金钥匙串能使用多少次？	100	50	99	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110675	能增加装备修理次数的道具是什么？	牛角	极率之珠	润物露	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110676	能防止镶嵌时宝石碎裂的道具是什么？	高级刻铭符	润物露	极率之珠	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110677	高级刻铭符可以刻铭多少级以上的装备？	70级	40级	50级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110678	要销毁任务道具可以找哪个NPC？	汀汀	龚彩云	孔宗渊	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110679	每件装备最多能打多少个孔？	2个	5个	4个	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110680	兑换80级御赐套装一件需要多少个7级万灵石？	60	30	32	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110681	兑换90级御赐套装一件需要多少个8级万灵石？	32	18	48	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110682	银皑雪原中的怪物攻击是什么属性的？	毒属性	火属性	冰属性	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110683	镜湖场景的BOSS攻击是什么属性的？	毒属性	冰属性	火属性	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110684	道具易容丹的效果是什么？	改变玩家的脸型	改变玩家的阵营	改变玩家的外形	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110685	游戏中双人骑乘的坐骑速度提高多少？	70%或80%	80%	70%	#	#	#	1	-1	-1	-1	-1	-1	游戏知识	4
110686	珍兽还童是哪个NPC提供的功能？	云霏霏	云飘飘	云渺渺	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110687	珍兽繁殖最低需要珍兽达到多少等级？	60	45	30	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110688	下列宝石中，哪一种是增加外攻的？	黄晶石	猫眼石	虎眼石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110689	下列宝石中，哪一种是增加火抗的？	蓝晶石	绿宝石	月光石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110690	下列宝石中，哪一种是增加体力的？	黄玉	皓石	红宝石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110691	下列宝石中，哪一种是增加身法的？	蓝宝石	黑宝石	绿宝石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110692	下列宝石中，哪一种是增加闪避的？	碧玺	黄宝石	祖母绿	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110693	下列宝石中，哪一种是增加内攻防御的？	紫玉	尖晶石	石榴石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110694	下列宝石中，哪一种是增加会心的？	月光石	碧玺	变石	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110695	少林技能“灭此朝食”最低多少级可以学习？	65级	35级	30级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110696	少林技能“调虎离山”最低多少级可以学习？	65级	35级	45级	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110697	系统默认的上线安全时间是多久？	30分钟	10分钟	3分钟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110698	上线安全时间最短可设置为多久？	3分钟	0分钟	1分钟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110699	上线安全时间最长可设置为多久？	3分钟	30分钟	60分钟	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110700	主管结拜的NPC是谁？	蔡卞	刘光世	陈夫之	#	#	#	-1	-1	1	-1	-1	-1	游戏知识	4
110701	粽子是端午节的节日食品，古称“角黍”，它是因哪个古人而生的呢？	商鞅	李白	屈原	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	4
110702	每年的芒种在6月6日或7日，这时太阳到达黄径75°，而芒种属于？	四时节令	二伏	二十四节气	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	4
110703	下面哪一种猛兽，为古代五大瑞兽之一，并被称为招财神兽？	麒麟	龙	貔貅	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	4
110704	传说木匠的始祖是谁？	蔡伦	沈括	鲁班	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	4
110705	以下哪位为十八罗汉之一？	笑虎罗汉	骑牛罗汉	布袋罗汉	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	4
110706	以下哪个属于龙之九子？	猕沑	丘巴	狻猊	#	#	#	-1	-1	1	-1	-1	-1	杂科百艺	4
110707	下列选项中，属于“五行相生”的是？	火克金	水克火	水生木	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110708	下列选项中，属于“五行相生”的是？	金克木	火克金	木生火	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110709	下列选项中，属于“五行相生”的是？	木克土	金克木	火生土	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110710	下列选项中，属于“五行相生”的是？	土克水	木克土	土生金	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
