INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3122	35	0	1223	1233	1243	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3129	35	0	1223	1233	1243	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3130	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3131	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3132	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3133	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3139	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3140	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3141	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3142	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3143	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3149	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3150	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3151	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3152	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3153	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3159	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3160	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3161	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3162	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3163	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3169	45	0	1224	1234	1244	1254	1274	1284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3170	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3171	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3172	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3173	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3174	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3179	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3180	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3181	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3182	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3183	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3184	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3189	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3190	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3191	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3192	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3193	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3194	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3199	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3200	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3201	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3202	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3203	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3204	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3209	55	0	1225	1235	1245	1255	1265	1275	1285	1878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3210	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3211	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3212	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3213	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3214	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3215	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3219	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3220	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3221	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3222	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3223	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3224	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3225	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3229	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3230	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3231	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3232	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3233	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3234	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3235	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3239	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3240	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3241	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3242	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3243	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3244	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3245	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3249	65	0	1226	1236	1246	1256	1266	1276	1286	1879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3250	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3251	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3252	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3253	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3254	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3255	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3256	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3259	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3260	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3261	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3262	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3263	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3264	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3265	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3266	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3269	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3270	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3271	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3272	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3273	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3274	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3275	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3276	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3279	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3280	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3281	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3282	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3283	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3284	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3285	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3286	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3289	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3290	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3291	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3292	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3293	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3294	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3295	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3296	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3297	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3299	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3300	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3301	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3302	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3303	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3304	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3305	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3306	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3307	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3309	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3310	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3311	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3312	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3313	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3314	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3315	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3316	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3317	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3319	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3320	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3321	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3322	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3323	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3324	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3325	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3326	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3327	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3329	85	0	1228	1238	1248	1258	1268	1278	1288	1881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3330	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3331	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3332	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3333	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3334	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3335	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3336	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3337	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3338	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3339	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3340	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3341	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3342	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3343	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3344	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3345	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3346	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3347	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3348	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3349	95	0	1229	1239	1249	1259	1269	1279	1289	1882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3350	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3351	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3352	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3359	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3360	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3361	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3362	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3369	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3370	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3371	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3372	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3379	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3380	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3381	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3382	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3389	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3390	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3391	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3392	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3399	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3400	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3401	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3402	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3409	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3410	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3411	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3412	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3419	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3420	35	0	1223	1233	1243	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3421	35	0	1223	1233	1243	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3422	35	0	1223	1233	1243	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3429	35	0	1223	1233	1243	1253	1273	1283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3430	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3431	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3432	75	0	1227	1237	1247	1257	1267	1277	1287	1880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3439	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3440	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3441	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3442	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3449	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3450	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3451	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3459	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3460	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3461	5	0	1220	1230	1240	1280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
