INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10431089	1	4	31	89	0	381	1	-1	-1	张飞之惊魂夺魄枪	39	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1600	6400	161	3	3	-1	-1	Spear2_1	枪棒类	1309	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431090	1	4	31	90	0	381	1	-1	-1	张飞之惊魂夺魄枪	40	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1780	7120	162	3	3	-1	-1	Spear2_1	枪棒类	1309	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431091	1	4	31	91	0	381	1	-1	-1	曹操之惊魂夺魄枪	31	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1200	4800	151	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431092	1	4	31	92	0	381	1	-1	-1	曹操之惊魂夺魄枪	32	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1250	5000	152	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431093	1	4	31	93	0	381	1	-1	-1	曹操之惊魂夺魄枪	33	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1300	5200	154	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431094	1	4	31	94	0	381	1	-1	-1	曹操之惊魂夺魄枪	34	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1350	5400	155	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431095	1	4	31	95	0	381	1	-1	-1	曹操之惊魂夺魄枪	35	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1400	5600	156	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431096	1	4	31	96	0	381	1	-1	-1	曹操之惊魂夺魄枪	36	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1450	5800	157	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431097	1	4	31	97	0	381	1	-1	-1	曹操之惊魂夺魄枪	37	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1500	6000	159	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	82	-1	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431098	1	4	31	98	0	381	1	-1	-1	曹操之惊魂夺魄枪	38	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1550	6200	160	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	84	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431099	1	4	31	99	0	381	1	-1	-1	曹操之惊魂夺魄枪	39	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1600	6400	161	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	86	-1	86	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431100	1	4	31	100	0	381	1	-1	-1	曹操之惊魂夺魄枪	40	枪长三丈，枪头扁平却大如银盘，造型奇特，临阵一击，惊魂夺魄。	1780	7120	162	3	3	-1	-1	Spear2_1	枪棒类	1310	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431101	1	4	31	101	0	384	1	-1	-1	勇士之盘龙梅花戟	41	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	1860	7440	164	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431102	1	4	31	102	0	384	1	-1	-1	勇士之盘龙梅花戟	42	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	1940	7760	165	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431103	1	4	31	103	0	384	1	-1	-1	勇士之盘龙梅花戟	43	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2020	8080	166	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431104	1	4	31	104	0	384	1	-1	-1	勇士之盘龙梅花戟	44	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2100	8400	167	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	-1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431105	1	4	31	105	0	384	1	-1	-1	勇士之盘龙梅花戟	45	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2180	8720	169	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431106	1	4	31	106	0	384	1	-1	-1	勇士之盘龙梅花戟	46	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2260	9040	170	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431107	1	4	31	107	0	384	1	-1	-1	勇士之盘龙梅花戟	47	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2340	9360	171	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	102	-1	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431108	1	4	31	108	0	384	1	-1	-1	勇士之盘龙梅花戟	48	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2420	9680	172	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431109	1	4	31	109	0	384	1	-1	-1	勇士之盘龙梅花戟	49	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2500	10000	174	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431110	1	4	31	110	0	384	1	-1	-1	勇士之盘龙梅花戟	50	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2700	10800	175	3	3	-1	-1	Spear2_4	枪棒类	1311	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431111	1	4	31	111	0	384	1	-1	-1	贾诩之盘龙梅花戟	41	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	1860	7440	164	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431112	1	4	31	112	0	384	1	-1	-1	贾诩之盘龙梅花戟	42	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	1940	7760	165	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431113	1	4	31	113	0	384	1	-1	-1	贾诩之盘龙梅花戟	43	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2020	8080	166	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	94	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431114	1	4	31	114	0	384	1	-1	-1	贾诩之盘龙梅花戟	44	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2100	8400	167	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	96	-1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431115	1	4	31	115	0	384	1	-1	-1	贾诩之盘龙梅花戟	45	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2180	8720	169	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431116	1	4	31	116	0	384	1	-1	-1	贾诩之盘龙梅花戟	46	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2260	9040	170	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431117	1	4	31	117	0	384	1	-1	-1	贾诩之盘龙梅花戟	47	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2340	9360	171	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	102	-1	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431118	1	4	31	118	0	384	1	-1	-1	贾诩之盘龙梅花戟	48	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2420	9680	172	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431119	1	4	31	119	0	384	1	-1	-1	贾诩之盘龙梅花戟	49	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2500	10000	174	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431120	1	4	31	120	0	384	1	-1	-1	贾诩之盘龙梅花戟	50	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2700	10800	175	3	3	-1	-1	Spear2_4	枪棒类	1312	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431121	1	4	31	121	0	384	1	-1	-1	张飞之盘龙梅花戟	41	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	1860	7440	164	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431122	1	4	31	122	0	384	1	-1	-1	张飞之盘龙梅花戟	42	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	1940	7760	165	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431123	1	4	31	123	0	384	1	-1	-1	张飞之盘龙梅花戟	43	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2020	8080	166	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431124	1	4	31	124	0	384	1	-1	-1	张飞之盘龙梅花戟	44	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2100	8400	167	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	-1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431125	1	4	31	125	0	384	1	-1	-1	张飞之盘龙梅花戟	45	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2180	8720	169	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431126	1	4	31	126	0	384	1	-1	-1	张飞之盘龙梅花戟	46	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2260	9040	170	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431127	1	4	31	127	0	384	1	-1	-1	张飞之盘龙梅花戟	47	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2340	9360	171	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	102	-1	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431128	1	4	31	128	0	384	1	-1	-1	张飞之盘龙梅花戟	48	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2420	9680	172	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10431129	1	4	31	129	0	384	1	-1	-1	张飞之盘龙梅花戟	49	传为北海沉金打造，通体金光灿灿，枪尖却有血色欲滴，戟杆有盘龙图腾，威风凛凛。	2500	10000	174	3	3	-1	-1	Spear2_4	枪棒类	1313	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
