INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30202058	3	2	2	58	MenpaiGoods_7	神炼火	增加冰防50点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334025	74	1	12	7	-1	4	门派药品	3	0	2000	-1	0
30202059	3	2	2	59	Medicine2_11	玄防虫酒	增加玄防15点，持续30分。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334034	74	1	13	1	-1	4	门派药品	1	0	2000	-1	0
30202060	3	2	2	60	Medicine2_12	玄防药酒	增加玄防30点，持续30分。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334035	74	1	13	3	-1	4	门派药品	2	0	2000	-1	0
30202061	3	2	2	61	CircularTaskTool5_14	玄防蛇酒	增加玄防50点，持续30分。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334036	74	1	13	5	-1	4	门派药品	3	0	2000	-1	0
30202062	3	2	2	62	TaskTools5_9	花子虫酒	增加闪避50点，持续30分。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334207	74	1	13	7	-1	4	门派药品	1	0	2000	-1	0
30202063	3	2	2	63	TaskTools1_5	花子蛇酒	增加闪避150点，持续30分。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334208	74	1	13	9	-1	4	门派药品	4	0	2000	-1	0
30202064	3	2	2	64	OtherTools1_8	瘴气毒	增加玄防15点，持续30分。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334037	74	1	16	1	-1	4	门派药品	1	0	2000	-1	0
30202065	3	2	2	65	OtherTools1_9	寒湿毒	增加玄防30点，持续30分。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334038	74	1	16	4	-1	4	门派药品	2	0	2000	-1	0
30202066	3	2	2	66	OtherTools1_10	云气毒	增加玄防50点，持续30分。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334039	74	1	16	7	-1	4	门派药品	3	0	2000	-1	0
30202067	3	2	2	67	Medicine2_10	铜皮丹	增加毒防15点，持续30分。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334059	74	1	18	1	-1	4	门派药品	1	0	2000	-1	0
30202068	3	2	2	68	Medicine2_5	铁皮丹	增加毒防30点，持续30分。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334060	74	1	18	4	-1	4	门派药品	2	0	2000	-1	0
30202069	3	2	2	69	Medicine2_6	龙骨丹	增加毒防50点，持续30分。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334061	74	1	18	7	-1	4	门派药品	3	0	2000	-1	0
30202070	3	2	2	70	Charm_1	远山帖	增加闪避50点，持续30分。#r#cff9900提示：逍遥派生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334209	74	1	19	1	-1	4	门派药品	1	0	2000	-1	0
30202071	3	2	2	71	Charm_9	流云帖	增加闪避150点，持续30分。#r#cff9900提示：逍遥派生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334210	74	1	19	4	-1	4	门派药品	2	0	2000	-1	0
30202072	3	2	2	72	Charm_10	残阳帖	增加闪避250点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334211	74	1	19	7	-1	4	门派药品	3	0	2000	-1	0
30202073	3	2	2	73	Charm_4	水镜符	增加冰防15点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334026	74	1	17	1	-1	4	门派药品	1	0	2000	-1	0
30202074	3	2	2	74	Charm_7	寒冰符	增加冰防30点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334027	74	1	17	4	-1	4	门派药品	2	0	2000	-1	0
30202075	3	2	2	75	Charm_8	玄冰符	增加冰防50点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334028	74	1	17	7	-1	4	门派药品	3	0	2000	-1	0
30202076	3	2	2	76	Charm_4	避电符	增加玄防15点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334040	74	1	17	1	-1	4	门派药品	1	0	2000	-1	0
30202077	3	2	2	77	Charm_7	避雷符	增加玄防30点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334041	74	1	17	4	-1	4	门派药品	2	0	2000	-1	0
30202078	3	2	2	78	Charm_8	无电符	增加玄防50点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334042	74	1	17	7	-1	4	门派药品	3	0	2000	-1	0
30202079	3	2	2	79	Charm_4	避火符	增加火防15点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334048	74	1	17	1	-1	4	门派药品	1	0	2000	-1	0
30202080	3	2	2	80	Charm_7	避炎符	增加火防30点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334049	74	1	17	4	-1	4	门派药品	2	0	2000	-1	0
30202081	3	2	2	81	Charm_8	避焱符	增加火防50点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334050	74	1	17	7	-1	4	门派药品	3	0	2000	-1	0
30202082	3	2	2	82	Charm_4	避毒符	增加毒防15点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334056	74	1	17	1	-1	4	门派药品	1	0	2000	-1	0
30202083	3	2	2	83	Charm_7	避瘴符	增加毒防30点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334057	74	1	17	4	-1	4	门派药品	2	0	2000	-1	0
30202084	3	2	2	84	Charm_8	避鬼符	增加毒防50点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334058	74	1	17	7	-1	4	门派药品	3	0	2000	-1	0
30202085	3	2	2	85	Charm_1	金体帖（勿用）	奇门遁甲产物增加冰防御，持续30分。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334029	74	1	19	1	-1	4	门派药品	1	0	2000	-1	0
30202086	3	2	2	86	Charm_9	玉体帖（勿用）	奇门遁甲产物增加冰防御，持续30分。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334030	74	1	19	4	-1	4	门派药品	2	0	2000	-1	0
30202087	3	2	2	87	Charm_10	达摩帖（勿用）	奇门遁甲产物增加冰防御，持续30分。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334031	74	1	19	7	-1	4	门派药品	3	0	2000	-1	0
30202088	3	2	2	88	Charm_1	微风帖	增加毒攻10点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334131	74	1	19	1	-1	4	门派药品	1	0	2000	-1	0
30202089	3	2	2	89	Charm_9	疾风帖	增加毒攻30点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334132	74	1	19	4	-1	4	门派药品	2	0	2000	-1	0
30202090	3	2	2	90	Charm_10	狂风帖	增加毒攻50点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334133	74	1	19	7	-1	4	门派药品	3	0	2000	-1	0
30202091	3	2	2	91	MenpaiGoods_9	慈悲晶	增加闪避50点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334212	74	1	14	1	-1	4	门派药品	1	0	2000	-1	0
30202092	3	2	2	92	MenpaiGoods_10	甘霖晶	增加闪避150点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334213	74	1	14	3	-1	4	门派药品	4	0	2000	-1	0
30202093	3	2	2	93	MenpaiGoods_11	普度晶	增加火防15点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334045	74	1	14	5	-1	4	门派药品	1	0	2000	-1	0
30202094	3	2	2	94	MenpaiGoods_9	滑冰晶	增加火防30点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334046	74	1	14	7	-1	4	门派药品	2	0	2000	-1	0
30202095	3	2	2	95	MenpaiGoods_10	雪冰晶	增加火防50点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334047	74	1	14	9	-1	4	门派药品	3	0	2000	-1	0
30203001	3	2	3	1	Charm_4	水寒符	增加冰攻10点，持续30分。#r#cff9900提示：峨嵋派生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334107	74	1	17	2	-1	4	门派药品	1	0	2000	-1	0
30203002	3	2	3	2	Charm_7	冰寒符	增加冰攻30点，持续30分。#r#cff9900提示：峨嵋派生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334108	74	1	17	5	-1	4	门派药品	2	0	2000	-1	0
30203003	3	2	3	3	Charm_8	天寒符	增加冰攻50点，持续30分。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334109	74	1	17	8	-1	4	门派药品	3	0	2000	-1	0
30203004	3	2	3	4	MenpaiGoods_9	小冰晶	增加冰攻10点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334110	74	1	14	2	-1	4	门派药品	1	0	2000	-1	0
30203005	3	2	3	5	MenpaiGoods_10	海冰晶	增加冰攻30点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334111	74	1	14	5	-1	4	门派药品	2	0	2000	-1	0
30203006	3	2	3	6	MenpaiGoods_11	天冰晶	增加冰攻50点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334112	74	1	14	8	-1	4	门派药品	3	0	2000	-1	0
30203007	3	2	3	7	MenpaiGoods_1	佛陀舍利	增加玄攻10点，持续30分。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334115	74	1	11	2	-1	4	门派药品	1	0	2000	-1	0
30203008	3	2	3	8	MenpaiGoods_2	大陀舍利	增加玄攻30点，持续30分。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334116	74	1	11	5	-1	4	门派药品	2	0	2000	-1	0
30203009	3	2	3	9	MenpaiGoods_3	佛明舍利	增加玄攻50点，持续30分。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334117	74	1	11	8	-1	4	门派药品	3	0	2000	-1	0
30203010	3	2	3	10	Medicine2_10	辉玄丹	增加玄攻10点，持续30分。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334118	74	1	18	2	-1	4	门派药品	1	0	2000	-1	0
30203011	3	2	3	11	Medicine2_5	星玄丹	增加玄攻30点，持续30分。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334119	74	1	18	5	-1	4	门派药品	2	0	2000	-1	0
30203012	3	2	3	12	Medicine2_6	月玄丹	增加玄攻50点，持续30分。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334120	74	1	18	8	-1	4	门派药品	3	0	2000	-1	0
30203013	3	2	3	13	MenpaiGoods_5	烈火	增加火攻10点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334123	74	1	12	2	-1	4	门派药品	1	0	2000	-1	0
30203014	3	2	3	14	MenpaiGoods_6	真火	增加火攻30点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334124	74	1	12	5	-1	4	门派药品	2	0	2000	-1	0
30203015	3	2	3	15	MenpaiGoods_7	圣火	增加火攻50点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334125	74	1	12	8	-1	4	门派药品	3	0	2000	-1	0
30203016	3	2	3	16	Charm_1	电火帖	增加火攻10点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334126	74	1	19	2	-1	4	门派药品	1	0	2000	-1	0
30203017	3	2	3	17	Charm_9	雷火帖	增加火攻30点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334127	74	1	19	5	-1	4	门派药品	2	0	2000	-1	0
30203018	3	2	3	18	Charm_10	天火帖	增加火攻50点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334128	74	1	19	8	-1	4	门派药品	3	0	2000	-1	0
30203019	3	2	3	19	OtherTools1_8	虫毒	增加毒攻10点，持续30分。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334131	74	1	16	2	-1	4	门派药品	1	0	2000	-1	0
30203020	3	2	3	20	OtherTools1_9	尸毒	增加毒攻30点，持续30分。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334132	74	1	16	5	-1	4	门派药品	2	0	2000	-1	0
30203021	3	2	3	21	OtherTools1_10	鬼毒	增加毒攻50点，持续30分。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334133	74	1	16	8	-1	4	门派药品	3	0	2000	-1	0
30203022	3	2	3	22	Medicine2_11	花子蜘蛛酒	增加毒攻10点，持续30分。#r#cff9900提示：丐帮生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334134	74	1	13	2	-1	4	门派药品	1	0	2000	-1	0
30203023	3	2	3	23	Medicine2_12	花子毒蝎酒	增加毒攻30点，持续30分。#r#cff9900提示：丐帮生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334135	74	1	13	5	-1	4	门派药品	2	0	2000	-1	0
30203024	3	2	3	24	FightSkillGaiBang1_16	花子毒蛇酒	增加毒攻50点，持续30分。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334136	74	1	13	8	-1	4	门派药品	3	0	2000	-1	0
30203025	3	2	3	25	MenpaiGoods_5	地火	增加命中50点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334233	74	1	12	2	-1	4	门派药品	1	0	2000	-1	0
30203026	3	2	3	26	MenpaiGoods_6	天火	增加命中100点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334234	74	1	12	5	-1	4	门派药品	2	0	2000	-1	0
30203027	3	2	3	27	MenpaiGoods_7	冥火	增加命中200点，持续30分。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334235	74	1	12	8	-1	4	门派药品	3	0	2000	-1	0
30203028	3	2	3	28	Charm_1	人意帖	增加命中50点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334236	74	1	19	2	-1	4	门派药品	1	0	2000	-1	0
30203029	3	2	3	29	Charm_9	地意帖	增加命中100点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334237	74	1	19	5	-1	4	门派药品	2	0	2000	-1	0
30203030	3	2	3	30	Charm_10	天意帖	增加命中200点，持续30分。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334238	74	1	19	8	-1	4	门派药品	3	0	2000	-1	0
30203031	3	2	3	31	MenpaiGoods_9	觅人晶	增加命中50点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334239	74	1	14	2	-1	4	门派药品	1	0	2000	-1	0
30203032	3	2	3	32	MenpaiGoods_10	觅物晶	增加命中100点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334240	74	1	14	5	-1	4	门派药品	2	0	2000	-1	0
30203033	3	2	3	33	MenpaiGoods_11	觅心晶	增加命中200点，持续30分。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334241	74	1	14	8	-1	4	门派药品	3	0	2000	-1	0
30203034	3	2	3	34	MenpaiGoods_13	鹰眼蛊	增加命中50点，持续30分。#r#cff9900提示：天龙派生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	1	1877	469	5	20	334242	74	1	15	2	-1	4	门派药品	1	0	2000	-1	0
30203035	3	2	3	35	MenpaiGoods_14	天眼蛊	增加命中100点，持续30分。#r#cff9900提示：天龙派生活技能产出，#r师门任务可能会用到。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334243	74	1	15	5	-1	4	门派药品	1	0	2000	-1	0
30203036	3	2	3	36	MenpaiGoods_15	神眼蛊	增加命中200点，持续30分。#r#cff9900提示：天龙派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	5	20	334244	74	1	15	8	-1	4	门派药品	2	0	2000	-1	0
30203037	3	2	3	37	Medicine4_13	落玄丹	忽视目标玄抗15点，持续30分。#r#c00FF00（右键点击即可使用）	10	2883	720	5	20	334245	74	1	18	4	-1	4	门派药品	2	0	2000	-1	0
30203038	3	2	3	38	Medicine4_13	碎玄丹	忽视目标玄抗25点，持续30分。#r#c00FF01（右键点击即可使用）	30	5485	1371	32	20	334246	74	1	18	6	-1	4	门派药品	3	0	2000	-1	0
30203039	3	2	3	39	Medicine4_11	淬神火	忽视目标火抗15点，持续30分。#r#c00FF02（右键点击即可使用）	10	2883	720	5	20	334247	74	1	12	4	-1	4	门派药品	2	0	2000	-1	0
30203040	3	2	3	40	Medicine4_11	灭天火	忽视目标火抗25点，持续30分。#r#c00FF03（右键点击即可使用）	30	5485	1371	32	20	334248	74	1	12	6	-1	4	门派药品	3	0	2000	-1	0
30203041	3	2	3	41	Medicine4_12	噬心毒	忽视目标毒抗15点，持续30分。#r#c00FF04（右键点击即可使用）	10	2883	720	5	20	334249	74	1	16	4	-1	4	门派药品	2	0	2000	-1	0
30203042	3	2	3	42	Medicine4_12	附骨毒	忽视目标毒抗25点，持续30分。#r#c00FF05（右键点击即可使用）	30	5485	1371	32	20	334250	74	1	16	6	-1	4	门派药品	3	0	2000	-1	0
30203043	3	2	3	43	Medicine4_10	冰弦晶	忽视目标冰抗15点，持续30分。#r#c00FF06（右键点击即可使用）	10	2883	720	5	20	334251	74	1	14	4	-1	4	门派药品	2	0	2000	-1	0
30203044	3	2	3	44	Medicine4_10	霜月晶	忽视目标冰抗25点，持续30分。#r#c00FF07（右键点击即可使用）	30	5485	1371	32	20	334252	74	1	14	6	-1	4	门派药品	3	0	2000	-1	0
30204001	3	2	4	1	MenpaiGoods_3	赦免舍利	抗开膛。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334401	74	1	11	4	-1	4	门派药品	3	0	2000	-1	0
30204002	3	2	4	2	MenpaiGoods_7	荣焰火	抗石化。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334402	74	1	12	4	-1	4	门派药品	4	0	2000	-1	0
30204003	3	2	4	3	CircularTaskTool5_11	苏醒酒	抗麻痹。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334403	74	1	13	4	-1	4	门派药品	4	0	2000	-1	0
30204004	3	2	4	4	Charm_8	无畏符	抗恐惧。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334404	74	1	17	4	-1	4	门派药品	4	0	2000	-1	0
30204005	3	2	4	5	OtherTools1_10	百化毒	抗缠绕。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334405	74	1	16	4	-1	4	门派药品	4	0	2000	-1	0
30204006	3	2	4	6	Medicine2_6	除病丹	抗噬血。#r#cff9900提示：武当派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334406	74	1	18	4	-1	4	门派药品	4	0	2000	-1	0
30204007	3	2	4	7	MenpaiGoods_11	愈体晶	抗兽毒。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334407	74	1	14	4	-1	4	门派药品	4	0	2000	-1	0
30204008	3	2	4	8	Charm_10	清醒帖	抗失魂。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334408	74	1	19	4	-1	4	门派药品	4	0	2000	-1	0
30204009	3	2	4	9	MenpaiGoods_15	百脉蛊	抗就擒。#r#cff9900提示：天龙派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334409	74	1	15	4	-1	4	门派药品	4	0	2000	-1	0
30205001	3	2	5	1	CircularTaskTool5_16	多嘴酒	抗散功。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334410	74	1	13	4	-1	4	门派药品	4	0	2000	-1	0
30205002	3	2	5	2	OtherTools1_10	焰毒	抗围困。#r#cff9900提示：星宿派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334411	74	1	16	6	-1	4	门派药品	4	0	2000	-1	0
30205003	3	2	5	3	MenpaiGoods_3	如来舍利	抗昏迷。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334412	74	1	11	6	-1	4	门派药品	4	0	2000	-1	0
30205004	3	2	5	4	MenpaiGoods_11	玄冰晶	抗封穴。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334413	74	1	14	6	-1	4	门派药品	4	0	2000	-1	0
30205005	3	2	5	5	MenpaiGoods_15	龙睛蛊	抗失明。#r#cff9900提示：天龙派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334414	74	1	15	6	-1	4	门派药品	4	0	2000	-1	0
30205006	3	2	5	6	Charm_8	波光符	抗定身。#r#cff9900提示：峨嵋派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334415	74	1	17	6	-1	4	门派药品	4	0	2000	-1	0
30205007	3	2	5	7	MenpaiGoods_11	凝毒晶	解中毒。#r#cff9900提示：天山派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334301	74	1	14	6	-1	4	门派药品	4	0	2000	-1	0
30205008	3	2	5	8	MenpaiGoods_3	愈合舍利	解失血。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334302	74	1	11	6	-1	4	门派药品	4	0	2000	-1	0
30205009	3	2	5	9	CircularTaskTool5_15	花子冰酒	解灼烧。#r#cff9900提示：丐帮生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334303	74	1	13	6	-1	4	门派药品	4	0	2000	-1	0
30205010	3	2	5	10	Charm_10	补缺帖	解破绽。#r#cff9900提示：逍遥派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334304	74	1	19	6	-1	4	门派药品	4	0	2000	-1	0
30205011	3	2	5	11	MenpaiGoods_3	健体舍利	解虚弱。#r#cff9900提示：少林派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334305	74	1	11	6	-1	4	门派药品	4	0	2000	-1	0
30205012	3	2	5	12	MenpaiGoods_7	暖意火	解僵硬。#r#cff9900提示：明教派生活技能产出。#r#c00FF00（右键点击即可使用）	30	5485	1371	10	20	334306	74	1	12	6	-1	4	门派药品	4	0	2000	-1	0
30300001	3	3	0	1	PeiFang_1	三亭砍山刀图样	10级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	200	50	9	1	713501	55	1	4	1	-1	4	配方	1	1	2005	-1	0
30300002	3	3	0	2	PeiFang_1	柳叶泼风刀图样	20级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	400	100	9	1	713501	55	1	4	2	-1	4	配方	2	2	2005	-1	0
30300003	3	3	0	3	PeiFang_1	月牙开山斧图样	30级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	1200	300	9	1	713501	55	1	4	3	-1	4	配方	3	3	2005	-1	0
30300004	3	3	0	4	PeiFang_1	宝光车轮斧图样	40级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	2400	600	9	1	713501	55	1	4	4	-1	4	配方	4	4	2005	-1	0
30300005	3	3	0	5	PeiFang_1	五行日月铲图样	50级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	4000	1000	9	1	713501	55	1	4	5	-1	4	配方	5	5	2005	-1	0
30300006	3	3	0	6	PeiFang_1	金顶枣阳槊图样	60级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	6000	1500	3	1	713501	55	1	4	6	-1	4	配方	6	6	2005	-1	0
30300007	3	3	0	7	PeiFang_1	朱雀劈天斧图样	70级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	8400	2100	3	1	713501	55	1	4	7	-1	4	配方	7	7	2005	-1	0
30300008	3	3	0	8	PeiFang_1	黍离图样	80级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	11200	2800	3	1	713501	55	1	4	8	-1	4	配方	8	8	2005	-1	0
30300009	3	3	0	9	PeiFang_1	祸福图样	90级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	14400	3600	3	1	713501	55	1	4	9	-1	4	配方	9	9	2005	-1	0
30300010	3	3	0	10	PeiFang_1	百战图样	100级刀斧类武器图样。#r#c00FF00（右键点击即可学习）	1	18000	4500	3	1	713501	55	1	4	10	-1	4	配方	10	10	2005	-1	0
30300011	3	3	0	11	PeiFang_1	三股奔雷叉图样	10级枪棒类武器图样。#r#c00FF00（右键点击即可学习）	1	200	50	9	1	713501	55	1	4	1	-1	4	配方	1	11	2005	-1	0
30300012	3	3	0	12	PeiFang_1	精钢猎虎叉图样	20级枪棒类武器图样。#r#c00FF00（右键点击即可学习）	1	400	100	9	1	713501	55	1	4	2	-1	4	配方	2	12	2005	-1	0
