INT	INT	INT	STRING	INT	INT	INT
30503058	-1	-1	-1		0	0
30503059	-1	-1	-1		0	0
30503060	-1	-1	-1		0	0
30503061	-1	-1	-1		0	0
30503062	-1	-1	-1		0	0
30503063	-1	-1	-1		0	0
30503064	-1	-1	-1		0	0
30503065	-1	-1	-1		0	0
30503066	-1	-1	-1		0	0
30503067	-1	-1	-1		0	0
30503068	-1	-1	-1		0	0
30503069	-1	-1	-1		0	0
30503070	-1	-1	-1		0	0
30503071	-1	-1	-1		0	0
30503072	-1	-1	-1		0	0
30503073	-1	-1	-1		0	0
30503074	-1	-1	-1		0	0
30503075	-1	-1	-1		0	0
30503076	-1	-1	-1		0	0
30503077	-1	-1	-1		0	0
30503078	-1	-1	-1		0	0
30503079	-1	-1	-1		0	0
30503080	-1	-1	-1		0	0
30503081	-1	-1	-1		0	0
30503082	-1	-1	-1		0	0
30503083	-1	-1	-1		0	0
30503084	-1	-1	-1		0	0
30503085	-1	-1	-1		0	0
30503086	-1	-1	-1		0	0
30503087	-1	-1	-1		0	0
30503088	-1	-1	-1		0	0
30503089	-1	-1	-1		0	0
30503090	-1	-1	-1		0	0
30503091	-1	-1	-1		0	0
30503092	-1	-1	-1		0	0
30503093	-1	-1	-1		0	0
30503094	-1	-1	-1		0	0
30503095	-1	-1	-1		0	0
30503096	-1	-1	-1		0	0
30503097	-1	-1	-1		0	0
30503098	-1	-1	-1		0	0
30503099	-1	-1	-1		0	0
30503100	-1	-1	-1		0	0
30503101	-1	-1	-1		0	0
30503102	-1	-1	-1		0	0
30503103	-1	-1	-1		0	0
30503104	-1	-1	-1		0	0
30503105	-1	-1	-1		0	0
30503106	-1	-1	-1		0	0
30503107	-1	-1	-1		0	0
30503108	-1	-1	-1		0	0
30503109	-1	-1	-1		0	0
30503110	-1	-1	-1		0	0
30503111	-1	-1	-1		0	0
30503112	-1	-1	-1		0	0
30503113	-1	-1	-1		0	0
30503114	-1	-1	-1		0	0
30504052	48	-1	-1		1	0
30504112	-1	-1	-1		0	0
30505013	-1	-1	-1		1	1
30505014	-1	-1	-1		1	1
30505015	-1	-1	-1		1	1
30505016	-1	-1	-1		1	1
30505017	-1	-1	-1		1	1
30505018	-1	-1	-1		1	1
30505019	-1	-1	-1		1	1
30505020	-1	-1	-1		1	1
30505021	-1	-1	-1		1	1
30505022	-1	-1	-1		1	1
30505085	720	-1	-1		1	0
30505086	720	-1	-1		1	0
30505087	720	-1	-1		1	0
30505088	720	-1	-1		1	0
30505089	720	-1	-1		1	0
30505090	720	-1	-1		1	0
30505091	720	-1	-1		1	0
30505114	2160	-1	-1		1	0
30505115	2160	-1	-1		1	0
30505116	2160	-1	-1		1	0
30505117	2160	-1	-1		1	0
30505118	2160	-1	-1		1	0
30505119	2160	-1	-1		1	0
30505120	2160	-1	-1		1	0
30505123	720	-1	-1		1	0
30505124	720	-1	-1		1	0
30505130	720	-1	-1		1	0
30505131	720	-1	-1		1	0
30505155	-1	-1	-1		1	1
30505156	-1	-1	-1		1	1
30505157	-1	-1	-1		1	0
30505158	-1	-1	-1		1	0
30505159	-1	-1	-1		1	0
30505160	-1	-1	-1		1	0
30505161	-1	-1	-1		1	0
30505163	168	-1	-1		1	0
30505191	192	-1	-1		1	0
30505200	720	-1	-1		1	0
30505201	168	-1	-1		1	0
30505202	168	-1	-1		1	0
30505203	168	-1	-1		1	0
30505204	168	-1	-1		1	0
30505207	1	-1	-1		1	0
30505208	1	-1	-1		1	0
30505209	1	-1	-1		1	0
30505210	1	-1	-1		1	0
30505211	1	-1	-1		1	0
30505212	1	-1	-1		1	0
30505213	1	-1	-1		1	0
30601001	-1	-1	-1		1	1
30601004	-1	-1	-1		1	1
30602001	-1	-1	-1		1	1
30602002	-1	-1	-1		1	1
30602003	-1	-1	-1		1	1
30602004	-1	-1	-1		1	1
30603001	-1	-1	-1		1	1
30603002	-1	-1	-1		1	1
30603003	-1	-1	-1		1	1
30603004	-1	-1	-1		1	1
30604001	-1	-1	-1		1	1
30604002	-1	-1	-1		1	1
30604003	-1	-1	-1		1	1
30604004	-1	-1	-1		1	1
30605001	-1	-1	-1		1	1
30605002	-1	-1	-1		1	1
30605003	-1	-1	-1		1	1
30605004	-1	-1	-1		1	1
30607002	-1	-1	-1		1	1
30700201	240	-1	-1		1	0
30700202	240	-1	-1		1	0
30900051	1	2005	-1		1	0
30900052	1	2005	-1		1	0
30900053	1	2005	-1		1	0
30900054	1	2005	-1		1	0
30900055	1	2005	-1		1	0
30900056	-1	-1	-1		0	0
30900057	-1	-1	-1		0	0
30900058	-1	-1	-1		0	0
31000100	720	-1	-1		1	0
38000000	720	-1	-1		1	0
38000006	168	-1	-1		1	0
38000007	168	-1	-1		1	0
38000008	168	-1	-1		1	0
40004414	4	-1	-1		1	0
40004431	48	-1	-1		1	0
40004432	48	-1	-1		1	0
40004433	48	-1	-1		1	0
