INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7722	变异犀鸟	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7723	变异犀鸟	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7729	犀鸟宝宝	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7730	成年犀鸟	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7731	变异犀鸟	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7732	变异犀鸟	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7733	变异犀鸟	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7734	变异犀鸟	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7739	犀鸟宝宝	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7740	成年犀鸟	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7741	变异犀鸟	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7742	变异犀鸟	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7743	变异犀鸟	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7744	变异犀鸟	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7745	变异犀鸟	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7749	犀鸟宝宝	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7750	成年犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7751	变异犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7752	变异犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7753	变异犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7754	变异犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7755	变异犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7756	变异犀鸟	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7759	犀鸟宝宝	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7760	成年犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7761	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7762	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7763	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7764	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7765	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7766	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7767	变异犀鸟	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7769	犀鸟宝宝	0	85	138	0	10	0	-1	9	20	1	0.1	-1	0	2487	1112	2487	1112	18668	2692	0	0	1726	164	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7770	成年犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7771	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7772	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7773	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7774	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7775	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7776	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7777	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7778	变异犀鸟	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	994	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7779	犀鸟宝宝	0	95	158	0	10	0	-1	9	20	1	0.1	-1	0	3043	1243	3043	1243	22456	3007	0	0	1927	183	8	8	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	993	1	1	-1	100	100	set:PetHeader3 image:PetHeader3_19	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	12	0	0	4	1	0	0	0
7780	成年熊猫	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7781	变异熊猫	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1974	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7782	变异熊猫	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1975	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7789	熊猫宝宝	0	35	37	0	10	0	-1	9	20	1	0.1	-1	0	983	461	983	461	4768	1117	0	0	395	68	3	3	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7790	成年熊猫	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7791	变异熊猫	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1974	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7792	变异熊猫	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1975	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7793	变异熊猫	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1976	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7799	熊猫宝宝	0	45	52	0	10	0	-1	9	20	1	0.1	-1	0	1260	592	1260	592	6876	1432	0	0	551	87	4	4	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7800	成年熊猫	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7801	变异熊猫	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1974	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7802	变异熊猫	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1975	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7803	变异熊猫	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1976	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7804	变异熊猫	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1977	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7809	熊猫宝宝	0	55	70	0	10	0	-1	9	20	1	0.1	-1	0	1614	722	1614	722	9320	1747	0	0	784	106	5	5	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7810	成年熊猫	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7811	变异熊猫	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1974	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7812	变异熊猫	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1975	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7813	变异熊猫	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1976	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7814	变异熊猫	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1977	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7815	变异熊猫	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1978	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7819	熊猫宝宝	0	65	91	0	10	0	-1	9	20	1	0.1	-1	0	1905	852	1905	852	12100	2062	0	0	1058	126	6	6	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7820	成年熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7821	变异熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1974	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7822	变异熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1975	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7823	变异熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1976	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7824	变异熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1977	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7825	变异熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1978	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7826	变异熊猫	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1979	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
7829	熊猫宝宝	0	75	113	0	10	0	-1	9	20	1	0.1	-1	0	2196	982	2196	982	15216	2377	0	0	1372	145	7	7	3500	1500	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	1973	1	1	-1	100	100	set:PetHeader4 image:PetHeader4_4	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	27	13	0	0	4	1	0	0	0
