INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
316	桃花阵攻	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵								30000	500	2	3	3						效果1	17174	效果2	-1	效果3几率	100	效果3	17184																									
351	定海神针	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								10000	2000	15	15	4						效果1	29952	效果2	-1	效果3几率	-1	效果3	-1																									
352	定海神针	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								12000	2000	15	15	4						效果1	29953	效果2	-1	效果3几率	-1	效果3	-1																									
353	定海神针	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								14000	2000	15	15	4						效果1	29954	效果2	-1	效果3几率	-1	效果3	-1																									
354	定海神针	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								16000	2000	15	15	4						效果1	29955	效果2	-1	效果3几率	-1	效果3	-1																									
355	定海神针	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								18000	2000	15	15	4						效果1	29956	效果2	-1	效果3几率	-1	效果3	-1																									
356	定海神针	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								20000	2000	15	15	4						效果1	29957	效果2	-1	效果3几率	-1	效果3	-1																									
357	定海神针	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								24000	2000	15	15	4						效果1	29958	效果2	-1	效果3几率	-1	效果3	-1																									
358	定海神针	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								28000	2000	15	15	4						效果1	29959	效果2	-1	效果3几率	-1	效果3	-1																									
359	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29960	效果2	-1	效果3几率	-1	效果3	-1																									
360	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29961	效果2	-1	效果3几率	-1	效果3	-1																									
361	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29962	效果2	-1	效果3几率	-1	效果3	-1																									
362	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29963	效果2	-1	效果3几率	-1	效果3	-1																									
363	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29964	效果2	-1	效果3几率	-1	效果3	-1																									
364	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29965	效果2	-1	效果3几率	-1	效果3	-1																									
365	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29966	效果2	-1	效果3几率	-1	效果3	-1																									
366	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29967	效果2	-1	效果3几率	-1	效果3	-1																									
367	定海神针防	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								10000	2000	15	15	4						效果1	29952	效果2	-1	效果3几率	1	效果3	2572																									
368	定海神针防	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								12000	2000	15	15	4						效果1	29953	效果2	-1	效果3几率	2	效果3	2572																									
369	定海神针防	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								14000	2000	15	15	4						效果1	29954	效果2	-1	效果3几率	3	效果3	2572																									
370	定海神针防	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								16000	2000	15	15	4						效果1	29955	效果2	-1	效果3几率	4	效果3	2572																									
371	定海神针防	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								18000	2000	15	15	4						效果1	29956	效果2	-1	效果3几率	5	效果3	2572																									
372	定海神针防	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								20000	2000	15	15	4						效果1	29957	效果2	-1	效果3几率	6	效果3	2572																									
373	定海神针防	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								24000	2000	15	15	4						效果1	29958	效果2	-1	效果3几率	7	效果3	2572																									
374	定海神针防	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								28000	2000	15	15	4						效果1	29959	效果2	-1	效果3几率	8	效果3	2572																									
375	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29960	效果2	-1	效果3几率	9	效果3	2572																									
376	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29961	效果2	-1	效果3几率	10	效果3	2572																									
377	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29962	效果2	-1	效果3几率	10	效果3	2572																									
378	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29963	效果2	-1	效果3几率	10	效果3	2572																									
379	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29964	效果2	-1	效果3几率	10	效果3	2572																									
380	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29965	效果2	-1	效果3几率	10	效果3	2572																									
381	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29966	效果2	-1	效果3几率	10	效果3	2572																									
382	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29967	效果2	-1	效果3几率	10	效果3	2572																									
383	定海神针攻	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								10000	2000	15	15	4						效果1	29952	效果2	-1	效果3几率	100	效果3	2610																									
384	定海神针攻	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								12000	2000	15	15	4						效果1	29953	效果2	-1	效果3几率	100	效果3	2611																									
385	定海神针攻	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								14000	2000	15	15	4						效果1	29954	效果2	-1	效果3几率	100	效果3	2612																									
386	定海神针攻	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								16000	2000	15	15	4						效果1	29955	效果2	-1	效果3几率	100	效果3	2613																									
387	定海神针攻	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								18000	2000	15	15	4						效果1	29956	效果2	-1	效果3几率	100	效果3	2614																									
388	定海神针攻	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								20000	2000	15	15	4						效果1	29957	效果2	-1	效果3几率	100	效果3	2615																									
389	定海神针攻	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								24000	2000	15	15	4						效果1	29958	效果2	-1	效果3几率	100	效果3	2616																									
390	定海神针攻	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								28000	2000	15	15	4						效果1	29959	效果2	-1	效果3几率	100	效果3	2617																									
391	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29960	效果2	-1	效果3几率	100	效果3	2618																									
392	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29961	效果2	-1	效果3几率	100	效果3	2619																									
393	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29962	效果2	-1	效果3几率	100	效果3	2620																									
394	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29963	效果2	-1	效果3几率	100	效果3	2621																									
395	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29964	效果2	-1	效果3几率	100	效果3	17181																									
396	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29965	效果2	-1	效果3几率	100	效果3	17182																									
397	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29966	效果2	-1	效果3几率	100	效果3	17183																									
398	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3								30000	2000	15	15	4						效果1	29967	效果2	-1	效果3几率	100	效果3	17184																									
401	八阵图	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2452	效果2	2683	效果3几率	-1	效果3	-1																									
402	八阵图	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2453	效果2	2683	效果3几率	-1	效果3	-1																									
403	八阵图	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2454	效果2	2683	效果3几率	-1	效果3	-1																									
404	八阵图	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2455	效果2	2683	效果3几率	-1	效果3	-1																									
405	八阵图	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2456	效果2	2683	效果3几率	-1	效果3	-1																									
406	八阵图	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2457	效果2	2683	效果3几率	-1	效果3	-1																									
407	八阵图	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2458	效果2	2683	效果3几率	-1	效果3	-1																									
408	八阵图	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2459	效果2	2683	效果3几率	-1	效果3	-1																									
409	八阵图	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2460	效果2	2683	效果3几率	-1	效果3	-1																									
410	八阵图	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2461	效果2	2683	效果3几率	-1	效果3	-1																									
411	八阵图	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2462	效果2	2683	效果3几率	-1	效果3	-1																									
412	八阵图	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2463	效果2	2683	效果3几率	-1	效果3	-1																									
413	八阵图	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17241	效果2	2683	效果3几率	-1	效果3	-1																									
414	八阵图	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17242	效果2	2683	效果3几率	-1	效果3	-1																									
415	八阵图	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17243	效果2	2683	效果3几率	-1	效果3	-1																									
416	八阵图	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17244	效果2	2683	效果3几率	-1	效果3	-1																									
501	八阵图防	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2452	效果2	2683	效果3几率	20	效果3	2572																									
502	八阵图防	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2453	效果2	2683	效果3几率	22	效果3	2572																									
503	八阵图防	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2454	效果2	2683	效果3几率	24	效果3	2572																									
504	八阵图防	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2455	效果2	2683	效果3几率	26	效果3	2572																									
505	八阵图防	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2456	效果2	2683	效果3几率	28	效果3	2572																									
506	八阵图防	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2457	效果2	2683	效果3几率	30	效果3	2572																									
507	八阵图防	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2458	效果2	2683	效果3几率	32	效果3	2572																									
508	八阵图防	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2459	效果2	2683	效果3几率	34	效果3	2572																									
509	八阵图防	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2460	效果2	2683	效果3几率	36	效果3	2572																									
510	八阵图防	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2461	效果2	2683	效果3几率	38	效果3	2572																									
511	八阵图防	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2462	效果2	2683	效果3几率	40	效果3	2572																									
512	八阵图防	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2463	效果2	2683	效果3几率	42	效果3	2572																									
513	八阵图防	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17241	效果2	2683	效果3几率	44	效果3	2572																									
514	八阵图防	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17242	效果2	2683	效果3几率	46	效果3	2572																									
515	八阵图防	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17243	效果2	2683	效果3几率	48	效果3	2572																									
516	八阵图防	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17244	效果2	2683	效果3几率	50	效果3	2572																									
601	八阵图攻	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2452	效果2	2683	效果3几率	100	效果3	2610																									
602	八阵图攻	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2453	效果2	2683	效果3几率	100	效果3	2611																									
603	八阵图攻	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2454	效果2	2683	效果3几率	100	效果3	2612																									
604	八阵图攻	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2455	效果2	2683	效果3几率	100	效果3	2613																									
605	八阵图攻	八阵图	2	0	50	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2456	效果2	2683	效果3几率	100	效果3	2614																									
606	八阵图攻	八阵图	2	0	60	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2457	效果2	2683	效果3几率	100	效果3	2615																									
607	八阵图攻	八阵图	2	0	70	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2458	效果2	2683	效果3几率	100	效果3	2616																									
608	八阵图攻	八阵图	2	0	80	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2459	效果2	2683	效果3几率	100	效果3	2617																									
609	八阵图攻	八阵图	2	0	90	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2460	效果2	2683	效果3几率	100	效果3	2618																									
610	八阵图攻	八阵图	2	0	100	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2461	效果2	2683	效果3几率	100	效果3	2619																									
611	八阵图攻	八阵图	2	0	110	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2462	效果2	2683	效果3几率	100	效果3	2620																									
612	八阵图攻	八阵图	2	0	120	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	2463	效果2	2683	效果3几率	100	效果3	2621																									
613	八阵图攻	八阵图	2	0	130	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17241	效果2	2683	效果3几率	100	效果3	17181																									
614	八阵图攻	八阵图	2	0	140	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17242	效果2	2683	效果3几率	100	效果3	17182																									
615	八阵图攻	八阵图	2	0	150	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17243	效果2	2683	效果3几率	100	效果3	17183																									
616	八阵图攻	八阵图	2	0	160	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2								30000	500	0	4	6						效果1	17244	效果2	2683	效果3几率	100	效果3	17184																									
701	初级陷阱	初级陷阱	-1	0	10	2	1	g01_bamenjinsuo	-1	g01_xy_jq_zdo_八阵图_2								15000	500	2	2	1						效果1	111	效果2	-1	效果3几率	-1	效果3	-1																									
801	诛仙阵	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2749	效果2	2684	效果3几率	-1	效果3	-1																									
802	诛仙阵	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2750	效果2	2684	效果3几率	-1	效果3	-1																									
803	诛仙阵	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2751	效果2	2684	效果3几率	-1	效果3	-1																									
804	诛仙阵	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2752	效果2	2684	效果3几率	-1	效果3	-1																									
805	诛仙阵	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2753	效果2	2684	效果3几率	-1	效果3	-1																									
806	诛仙阵	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2754	效果2	2684	效果3几率	-1	效果3	-1																									
807	诛仙阵	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2755	效果2	2684	效果3几率	-1	效果3	-1																									
808	诛仙阵	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2756	效果2	2684	效果3几率	-1	效果3	-1																									
809	诛仙阵	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2757	效果2	2684	效果3几率	-1	效果3	-1																									
810	诛仙阵	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2758	效果2	2684	效果3几率	-1	效果3	-1																									
811	诛仙阵	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2759	效果2	2684	效果3几率	-1	效果3	-1																									
812	诛仙阵	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2760	效果2	2684	效果3几率	-1	效果3	-1																									
813	诛仙阵	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17361	效果2	2684	效果3几率	-1	效果3	-1																									
814	诛仙阵	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17362	效果2	2684	效果3几率	-1	效果3	-1																									
815	诛仙阵	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17363	效果2	2684	效果3几率	-1	效果3	-1																									
816	诛仙阵	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17364	效果2	2684	效果3几率	-1	效果3	-1																									
901	诛仙阵防	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2749	效果2	2684	效果3几率	20	效果3	2572																									
902	诛仙阵防	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2750	效果2	2684	效果3几率	22	效果3	2572																									
903	诛仙阵防	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2751	效果2	2684	效果3几率	24	效果3	2572																									
904	诛仙阵防	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2752	效果2	2684	效果3几率	26	效果3	2572																									
905	诛仙阵防	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2753	效果2	2684	效果3几率	28	效果3	2572																									
906	诛仙阵防	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2754	效果2	2684	效果3几率	30	效果3	2572																									
907	诛仙阵防	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2755	效果2	2684	效果3几率	32	效果3	2572																									
908	诛仙阵防	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2756	效果2	2684	效果3几率	34	效果3	2572																									
909	诛仙阵防	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2757	效果2	2684	效果3几率	36	效果3	2572																									
910	诛仙阵防	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2758	效果2	2684	效果3几率	38	效果3	2572																									
911	诛仙阵防	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2759	效果2	2684	效果3几率	40	效果3	2572																									
912	诛仙阵防	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2760	效果2	2684	效果3几率	42	效果3	2572																									
913	诛仙阵防	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17361	效果2	2684	效果3几率	44	效果3	2572																									
914	诛仙阵防	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17362	效果2	2684	效果3几率	46	效果3	2572																									
915	诛仙阵防	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17363	效果2	2684	效果3几率	48	效果3	2572																									
916	诛仙阵防	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	17364	效果2	2684	效果3几率	50	效果3	2572																									
1001	诛仙阵攻	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2749	效果2	2610	效果3几率	100	效果3	2684																									
1002	诛仙阵攻	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1								10000	500	0	6	6						效果1	2750	效果2	2611	效果3几率	100	效果3	2684																									
