INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1038104	101	10	0	1	0	1	106	135	木婉清任务	把1个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要1个%i来修理我的袖箭，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	82	100	1																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038010	101	10	0	1	0	1	106	135	木婉清任务	把5个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要5个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	70	100	5																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038011	101	10	0	1	0	1	106	135	木婉清任务	把5个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要5个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	30	-1	-1	-1	1		1	71	100	5																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038012	101	10	0	1	0	1	106	135	木婉清任务	把10个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要10个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	40	-1	-1	-1	1		1	72	100	10																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038013	101	10	0	1	0	1	106	135	木婉清任务	把10个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要10个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	50	-1	-1	-1	1		1	73	100	10																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038014	101	10	0	1	0	1	106	135	木婉清任务	把10个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要10个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	60	-1	-1	-1	1		1	74	100	10																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038015	101	10	0	1	0	1	106	135	木婉清任务	把20个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要20个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	70	-1	-1	-1	1		1	75	100	20																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038016	101	10	0	1	0	1	106	135	木婉清任务	把20个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要20个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	80	-1	-1	-1	1		1	76	100	20																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038017	101	10	0	1	0	1	106	135	木婉清任务	把20个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要20个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	90	-1	-1	-1	1		1	77	100	20																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038110	101	10	0	1	0	1	106	135	木婉清任务	把5个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要5个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	70	100	5																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038111	101	10	0	1	0	1	106	135	木婉清任务	把6个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要6个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	71	100	6																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038112	101	10	0	1	0	1	106	135	木婉清任务	把7个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要7个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	72	100	7																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038113	101	10	0	1	0	1	106	135	木婉清任务	把8个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要8个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	73	100	8																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038114	101	10	0	1	0	1	106	135	木婉清任务	把9个#Y%i#W交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我需要9个%i来配些袖箭上涂的药物，你能帮我找些吗？	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1		1	74	100	9																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##木婉清任务																																																																																						
1038020	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_453}	#{RW_20080321_469}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1	花港毒蜂	0	40004317	100	2																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038021	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_454}	#{RW_20080321_470}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	20	-1	-1	-1	1	断桥花妖	0	40004318	100	2																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038022	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_455}	#{RW_20080321_471}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	30	-1	-1	-1	1	金钱豹	0	40004319	100	2																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038023	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_456}	#{RW_20080321_472}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	30	-1	-1	-1	1	秦家寨探子	0	40004320	100	2																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038024	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_457}	#{RW_20080321_473}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	40	-1	-1	-1	1	狼族神汉	0	40004321	100	3																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038025	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_458}	#{RW_20080321_474}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	40	-1	-1	-1	1	雪狼	0	40004322	100	3																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038026	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_459}	#{RW_20080321_475}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	50	-1	-1	-1	1	白花蜘蛛	0	40004323	100	3																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038027	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_460}	#{RW_20080321_476}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	50	-1	-1	-1	1	山越盗匪	0	40004324	100	3																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038028	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_461}	#{RW_20080321_477}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	60	-1	-1	-1	1	蒙古黑蜂	0	40004325	100	4																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038029	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_462}	#{RW_20080321_478}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	60	-1	-1	-1	1	追风马匪	0	40004326	100	4																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038030	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_463}	#{RW_20080321_479}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	70	-1	-1	-1	1	云母石人	0	40004327	100	4																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038031	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_464}	#{RW_20080321_480}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	70	-1	-1	-1	1	龙血石人	0	40004328	100	4																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038032	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_465}	#{RW_20080321_481}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	80	-1	-1	-1	1	鳄鱼帮混混	0	40004329	100	6																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038033	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_466}	#{RW_20080321_482}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	80	-1	-1	-1	1	石老人	0	40004330	100	6																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038034	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_467}	#{RW_20080321_483}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	90	-1	-1	-1	1	嗜血鳄鱼	0	40004331	100	6																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038035	101	10	0	1	0	1	106	135	木婉清任务	#{RW_20080321_468}	#{RW_20080321_484}	#{RW_20080321_451}	#{RW_20080321_452}			0	2	木婉清	0	90	-1	-1	-1	1	鳄鱼帮勇士	0	40004332	100	6																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
#木婉清分组寻物																																																																																						
1038036	101	10	0	1	0	1	106	135	木婉清任务	找一个物品交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我需要些原料来配制袖箭上涂的药物，你能帮我找一些来吗？%R只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_487}	#{RW_20080321_488}			0	2	木婉清	0	20	-1	-1	-1	1		2	6	100	1																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038037	101	10	0	1	0	1	106	135	木婉清任务	找一个物品交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我需要些原料来配制袖箭上涂的药物，你能帮我找一些来吗？%R只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_487}	#{RW_20080321_488}			0	2	木婉清	0	20	-1	-1	-1	1		2	7	100	1																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038038	101	10	0	1	0	1	106	135	木婉清任务	找一个物品交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我需要些原料来配制袖箭上涂的药物，你能帮我找一些来吗？%R只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_487}	#{RW_20080321_488}			0	2	木婉清	0	20	-1	-1	-1	1		2	8	100	1																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038039	101	10	0	1	0	1	106	135	木婉清任务	找一个物品交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我需要些原料来配制袖箭上涂的药物，你能帮我找一些来吗？%R只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_487}	#{RW_20080321_488}			0	2	木婉清	0	20	-1	-1	-1	1		2	9	100	1																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1038040	101	10	0	1	0	1	106	135	木婉清任务	找一个物品交给#G大理城#W的#R木婉清#W#{_INFOAIM107,136,2,木婉清}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我需要些原料来配制袖箭上涂的药物，你能帮我找一些来吗？%R只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_487}	#{RW_20080321_488}			0	2	木婉清	0	20	-1	-1	-1	1		2	10	100	1																							92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##萧峰任务																																																																																						
1039000	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_489}	#{RW_20080321_495}	#{RW_20080321_501}	#{RW_20080321_502}			0	0	耶律大石	0	40	-1	-1	-1	1	秦家寨劫匪	0	40004391	100	5																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039001	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_490}	#{RW_20080321_496}	#{RW_20080321_501}	#{RW_20080321_502}			0	0	耶律大石	0	50	-1	-1	-1	1	山越盗匪	0	40004392	100	5																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039002	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_491}	#{RW_20080321_497}	#{RW_20080321_501}	#{RW_20080321_502}			0	0	耶律大石	0	60	-1	-1	-1	1	丛林野人	0	40004393	100	7																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039003	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_492}	#{RW_20080321_498}	#{RW_20080321_501}	#{RW_20080321_502}			0	0	耶律大石	0	70	-1	-1	-1	1	黑衣马匪	0	40004394	100	7																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039004	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_493}	#{RW_20080321_499}	#{RW_20080321_501}	#{RW_20080321_502}			0	0	耶律大石	0	80	-1	-1	-1	1	藤甲贼	0	40004395	100	10																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039005	101	10	0	1	0	1	118	62	萧峰任务	#{RW_20080321_494}	#{RW_20080321_500}	#{RW_20080321_501}	#{RW_20080321_502}			0	0	耶律大石	0	90	-1	-1	-1	1	永夜修罗	0	40004396	100	10																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##已废弃萧峰任务，但是为了保证已经接了任务的玩家能够完成任务，不能删除																																																																																						
1039006	101	10	0	1	0	1	118	62	萧峰任务	找2个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要2个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_509}	#{RW_20080321_510}			0	0	耶律大石	0	40	-1	-1	-1	1		1	64	100	2																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039007	101	10	0	1	0	1	118	62	萧峰任务	找2个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要2个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_509}	#{RW_20080321_510}			0	0	耶律大石	0	50	-1	-1	-1	1		1	65	100	2																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039008	101	10	0	1	0	1	118	62	萧峰任务	找4个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要4个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_509}	#{RW_20080321_510}			0	0	耶律大石	0	60	-1	-1	-1	1		1	66	100	4																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039009	101	10	0	1	0	1	118	62	萧峰任务	找4个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要4个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_509}	#{RW_20080321_510}			0	0	耶律大石	0	70	-1	-1	-1	1		1	67	100	4																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039010	101	10	0	1	0	1	118	62	萧峰任务	找8个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要8个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_509}	#{RW_20080321_510}			0	0	耶律大石	0	80	-1	-1	-1	1		1	68	100	8																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039011	101	10	0	1	0	1	118	62	萧峰任务	找8个%i交给洛阳的耶律大石#{_INFOAIM118,62,0,耶律大石}。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    我大辽国筹备兵马武器，萧大王命我准备铸造所有材料，现在需要8个%i，帮我找来我一定在萧大王面前提到你的好处。	#{RW_20080321_509}	#{RW_20080321_510}			0	0	耶律大石	0	90	-1	-1	-1	1		1	69	100	8																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##萧峰分组寻物																																																																																						
1039020	101	10	0	1	0	1	118	62	萧峰任务	找一个物品交给#G洛阳城#W的#R耶律大石#{_INFOAIM118,62,0,耶律大石}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    小将来洛阳之前，萧大王曾让小将多学学南朝生活技能。你能帮我找点材料来吗？只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_513}	#{RW_20080321_514}			0	0	耶律大石	0	40	-1	-1	-1	1		2	36	100	1																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039021	101	10	0	1	0	1	118	62	萧峰任务	找一个物品交给#G洛阳城#W的#R耶律大石#{_INFOAIM118,62,0,耶律大石}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    小将来洛阳之前，萧大王曾让小将多学学南朝生活技能。你能帮我找点材料来吗？只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_513}	#{RW_20080321_514}			0	0	耶律大石	0	40	-1	-1	-1	1		2	37	100	1																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039022	101	10	0	1	0	1	118	62	萧峰任务	找一个物品交给#G洛阳城#W的#R耶律大石#{_INFOAIM118,62,0,耶律大石}，这物品可以是%i之中的任何一种。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    小将来洛阳之前，萧大王曾让小将多学学南朝生活技能。你能帮我找点材料来吗？只要找到%i之中的任何一种物品给我就可以了。	#{RW_20080321_513}	#{RW_20080321_514}			0	0	耶律大石	0	40	-1	-1	-1	1		2	38	100	1																							99	1	你和萧峰的关系上升了1点。	2	你和萧峰的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
