INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
279	99	0	RideHeader2_4		interface\sound_tiger.wav					0	0	0	1	0		坐骑：白狮
280	280	0	Buff1_4				g01_buff44		头顶状态点	0	0	0	0	0		破绽百出：被王语嫣指出招式破绽
281	281	0	FightSkillMingJiao_7							0	0	0	0	0		报复：杀死对方后将会受到对方的致命报复
282	282	0	FightSkillXiaoYao_9							1	1	0	1	0		监禁：无法使用技能和物品
283	283	0	FightSkillShaoLin2_6							0	1	0	1	0		弥勒护身：增加体力
284	284	0	FightSkillMingJiao1_6							0	1	0	1	0		葵花神力：增加力量
285	285	0	FightSkillGaiBang_6							0	1	0	1	0		如影随形：增加身法
286	286	0	FightSkillWuDang2_6							0	1	0	1	0		犀牛望月：增加灵气
287	287	0	FightSkillEMei2_6							0	1	0	1	0		坐怀不乱：增加定力
288	288	0	FightSkillXinXiu2_6							0	1	0	1	0		百毒不侵：增加毒抗
289	289	0	FightSkillDaLi1_6							0	1	0	1	0		正气浩然：增加玄抗
290	290	0	FightSkillTianShan1_6							0	1	0	1	0		冰肌玉骨：增加冰抗
291	291	0	FightSkillXiaoYao1_6							0	1	0	1	0		墨守成规：增加火抗
292	59	0	FightSkillShaoLin2_5				秘籍_sl_zdo		身体中心点	0	0	0	1	0		易筋锻骨：强化血上限
293	293	0	FightSkillMingJiao1_5				秘籍_mj_zdo		身体中心点	0	0	0	1	0		纯阳无极：增加火攻击和火抗性
294	14	0	FightSkillWuDang2_5							0	1	1	0	0		天外飞仙：麻痹，移动不能，操作不能，可被攻击，无法被打醒
295	1	0	FightSkillEMei2_5							0	1	1	0	0		九阴神爪：撕裂，持续失血
296	34	0	FightSkillXinXiu2_5							0	1	1	0	0		化骨绵掌：虚弱力量、灵气
297	26	0	FightSkillDaLi1_5							0	1	1	0	0		少泽剑：攻防破绽，削弱攻击与防御
298	13	0	FightSkillTianShan1_5							0	1	1	0	0		同生共死：封穴，移动不能，操作不能，可被攻击，无法被打醒
299	99	0	RideHeader1_9							0	0	0	1	0		坐骑：陆行雕
300	300	0	Buff2_12							0	0	0	1	0		加强：外功攻击
301	301	0	Buff2_13							0	0	0	1	0		加强：内功攻击
302	302	0	Buff2_14							0	0	0	1	0		加强：外攻防御
303	303	0	Buff2_15							0	0	0	1	0		加强：内功防御
304	304	0	Charm_1							0	0	0	1	0		加强：冰攻击
305	305	0	Charm_2							0	0	0	1	0		加强：火攻击
306	306	0	Charm_3							0	0	0	1	0		加强：毒攻击
307	307	0	Charm_4							0	0	0	1	0		加强：玄攻击
308	308	0	OtherTools1_5							0	0	0	1	0		加强：冰防御
309	309	0	OtherTools1_6							0	0	0	1	0		加强：火防御
310	310	0	OtherTools1_7							0	0	0	1	0		加强：毒防御
311	311	0	OtherTools1_8							0	0	0	1	0		加强：玄防御
312	312	0	MenpaiGoods_1							0	0	0	1	0		加强：力量
313	313	0	MenpaiGoods_2							0	0	0	1	0		加强：灵气
314	314	0	MenpaiGoods_3							0	0	0	1	0		加强：体力
315	315	0	MenpaiGoods_4							0	0	0	1	0		加强：定力
316	316	0	MenpaiGoods_5							0	0	0	1	0		加强：身法
317	317	0	MenpaiGoods_6							0	0	0	1	0		加强：命中
318	318	0	MenpaiGoods_7							0	0	0	1	0		加强：闪避
319	319	0	MenpaiGoods_8							0	0	0	1	0		加强：会心
320	320	0	Charm_15							0	0	0	1	0		加强：血上限
321	321	0	Charm_14							0	0	0	1	0		加强：气上限
322	99	0	RideHeader2_6		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐骑：象
323	99	0	RideHeader2_5		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐骑：白象
324	99	0	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐骑：神雕
325	325	0	Cloth3_2							1	0	0	0	0		地灵丹：珍兽获得的经验翻倍
326	99	0	RideHeader2_15		ambience\nature\animal\xiniu.wav					0	0	0	1	0		坐骑：犀牛
327	99	0	RideHeader2_11		ambience\nature\bird\tuoniao.wav					0	0	0	1	0		坐骑：鸵鸟
328	99	0	RideHeader2_14		ambience\nature\insect\spider_1.wav					0	0	0	1	0		坐骑：蜘蛛
329	99	0	RideHeader2_12							0	0	0	1	0		坐骑：玄龟
330	99	0	RideHeader2_10		ambience\nature\animal\lion_1.wav					0	0	0	1	0		坐骑：陆吾
331	99	0	RideHeader2_13		ambience\society\machine.wav					0	0	0	1	0		坐骑：木牛流马
332	99	0	RideHeader2_9		ambience\nature\animal\bear_1.wav					0	0	0	1	0		坐骑：熊
333	99	0	RideHeader1_1							0	0	0	1	0		搭乘坐骑
334	334	0	TaskTools3_3							0	0	0	1	0		传送保护：无敌，移动或使用技能后保护即会消失
335	335	0	CommonLiveSkill_16							1	0	0	0	0		疲劳：主人无法再配合珍兽施放群攻技能
336	336	0	TaskTools4_10							1	0	0	0	0		马鞍：增加骑乘时的移动速度
337	99	0	Ride2_15		ambience\nature\animal\river_horse.wav					0	0	0	1	0		坐骑：河马
338	99	0	Ride2_11		ambience\nature\animal\carriage.wav					0	0	0	1	0		坐骑：马车
339	99	0	Ride2_13		ambience\nature\animal\horse_2.wav					0	0	0	1	0		坐骑：天马
340	99	0	Ride2_9							0	0	0	1	0		坐骑：兔子
341	99	0	Ride2_14		ambience\nature\animal\dance_lion.wav					0	0	0	1	0		坐骑：舞狮
342	99	0	Ride2_10		interface\31.wav					0	0	0	1	0		坐骑：驯鹿
343	343	0	Medicine2_12							1	0	0	0	0		干坤壶：自动捡取怪物掉落的物品
344	344	0	TaskTools6_7							1	0	0	0	0		心怀故主：暂时不能加入其他帮派，体力、力量、灵气、定力、身法各增加5点
345	345	0	MenpaiLiveSkill2_9							0	0	1	0	0		灭此朝食：吸引怪物的攻击
346	345	0	MenpaiLiveSkill2_11							0	0	1	0	0		调虎离山：吸引怪物的攻击并降低其防御
347	347	0	MakeMaterial11_3				g01_buff10_01		脚下光圈点	0	0	0	1	0		双核速龙丹：移动速度加快
349	349	0	Cloth3_14							1	1	0	0	0		通天灵丹：人物获得的经验变为2.5倍
350	325	0	Cloth3_15							1	1	0	0	0		彻地灵丹：珍兽获得的经验变为2.5倍
351	349	0	Cloth3_16							1	1	0	0	0		小灵丹：人物与珍兽获得的经验变为1.5倍
352	352	0	CommonLiveSkill_15							1	0	0	0	0		疲劳：主人无法再配合珍兽施放神佑技能
353	353	0	CommonLiveSkill_14							1	0	0	0	0		疲劳：主人无法再配合珍兽施放共生和血祭技能
354	354	0	Cloth4_5				玫瑰花		身体中心点	0	0	0	1	0		999朵玫瑰
355	355	0	Cloth6_1	冰镇西瓜	interface\sound_shengji.wav	身体受击点				0	0	0	1	0		冰镇西瓜：令人神清气爽，增加人物基础外功攻击和基础内功攻击15%
356	99	0	Ride2_12							0	0	0	1	0		坐骑：雪羽
357	357	0	CommonLiveSkill_14							1	0	0	0	0		疲劳：主人无法再配合珍兽施放肉墙技能
358	99	0	RideHeader2_16							0	0	0	1	0		坐骑：巨人
359	99	0	RideHeader2_7							0	0	0	1	0		坐骑：飞龙
#																
360	360	0	PetSkill2_13							0	0	0	0	0		冰精：受到冰系伤害减少，火系伤害增加
361	360	0	PetSkill2_14							0	0	0	0	0		火灵：受到火系伤害减少，冰系伤害增加
362	360	0	PetSkill3_3							0	0	0	0	0		毒蛊：受到毒系伤害减少，玄系伤害增加
363	360	0	PetSkill3_8							0	0	0	0	0		玄兽：受到玄系伤害减少，毒系伤害增加
364	364	0	PetSkill1_7							0	0	0	0	0		迟钝：血上限增加，闪避和命中削弱
365	364	0	PetSkill3_6							0	0	0	0	0		狡猾：命中和闪避增加，防御削弱
366	364	0	PetSkill3_7							0	0	0	0	0		憨厚：防御增加，会心削弱
367	364	0	PetSkill3_5							0	0	0	0	0		拼命：会心增加，血上限削弱
368	364	0	PetSkill3_9							0	0	0	0	0		法魂：内攻增加，外攻削弱
369	364	0	PetSkill3_10							0	0	0	0	0		蛮力：外攻增加，内攻削弱
370	370	0	PetSkill5_13				cw_chongsheng		身体受击点	0	0	0	0	0		重生：该状态下死后自动复活
371	370	0	PetSkill5_14				cw_chongsheng		身体受击点	0	0	0	0	0		高级重生：该状态下死后自动复活
372	372	0	PetSkill2_9				cw_rouqiang		头顶状态点	0	0	0	0	0		肉墙：将部分伤害转移到宠物身上
373	372	0	PetSkill2_10				cw_rouqiang		头顶状态点	0	0	0	0	0		高级肉墙：将部分伤害转移到宠物身上
374	374	0	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	0	0		神佑：不会受到伤害，也不能攻击敌人
375	374	0	PetSkill4_2				cw_shengyou		头顶状态点	0	0	0	0	0		高级神佑：不会受到伤害，也不能攻击敌人
376	376	0	PetSkill7_1				cw_shixue		身体受击点	0	0	0	0	0		嗜血：牺牲防御来暂时提高外功攻击
377	376	0	PetSkill7_2				cw_shixue		身体受击点	0	0	0	0	0		高级嗜血：牺牲防御来暂时提高外功攻击
380	380	0	PetSkill5_6							0	0	0	0	0		伪装：宠物进入隐身状态，攻击或受到伤害即会现身
381	380	0	PetSkill5_5							0	0	0	0	0		高级伪装：宠物伪装起来，攻击或受到伤害即会现身
382	382	0	PetSkill2_5				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	附身：宠物附身于敌人，双方都无法动弹
383	382	0	PetSkill2_6				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	高级附身：宠物附身于敌人，双方都无法动弹
384	384	0	PetSkill1_1	cw_fanji		身体受击点				0	0	0	0	0		反击：受到攻击时一定几率反击敌人
385	384	0	PetSkill1_2	cw_fanji		身体受击点				0	0	0	0	0		高级反击：受到攻击时一定几率反击敌人
386	386	0	PetSkill5_15	cw_xixue		身体受击点				0	0	0	0	0		吸血：攻击时一定几率吸取敌人生命
387	386	0	PetSkill5_16	cw_xixue		身体受击点				0	0	0	0	0		高级吸血：攻击时一定几率吸取敌人生命
388	388	0	PetSkill1_13	cw_fanzhen		身体受击点				0	0	0	0	0		反震：一定几率将所受的近身伤害反弹回去
389	388	0	PetSkill1_14	cw_fanzhen		身体受击点				0	0	0	0	0		高级反震：一定几率将所受的近身伤害反弹回去
390	390	0	PetSkill4_9	cw_lingdong		身体受击点				0	0	0	0	0		灵动：一定几率减少所受的伤害
391	390	0	PetSkill4_10	cw_lingdong		身体受击点				0	0	0	0	0		高级灵动：一定几率减少所受的伤害
392	392	0	PetSkill2_7	cw_ximo		身体受击点				0	0	0	0	0		吸气：攻击时一定几率吸走敌人的气
393	392	0	PetSkill2_8	cw_ximo		身体受击点				0	0	0	0	0		高级吸气：攻击时一定几率吸走敌人的气
394	394	0	PetSkill4_5	cw_danu		脚下光圈点				0	0	0	0	0		打怒：攻击时一定几率打消敌人怒气
395	394	0	PetSkill4_6	cw_danu		脚下光圈点				0	0	0	0	0		高级打怒：攻击时一定几率打消敌人怒气
396	396	0	PetSkill5_1	cw_zhongxin		头顶状态点				0	0	0	0	0		忠心：有一定几率替主人格挡必杀攻击
397	396	0	PetSkill5_2	cw_zhongxin		头顶状态点				0	0	0	0	0		高级忠心：有一定几率替主人格挡必杀攻击
398	398	0	PetSkill5_3	cw_lingqi		身体受击点				0	0	0	0	0		灵气：有一定几率替主人格挡不良效果
399	398	0	PetSkill5_4	cw_lingqi		身体受击点				0	0	0	0	0		高级灵气：有一定几率替主人格挡不良效果
400	400	0	PetSkill5_7	cw_shipo		头顶状态点				0	0	0	0	0		识破：增强主人侦破隐形的能力
401	400	0	PetSkill5_8	cw_shipo		头顶状态点				0	0	0	0	0		高级识破：增强主人侦破隐形的能力
402	402	0	PetSkill3_13	cw_jieli		头顶状态点				0	0	0	0	0		借力：增强主人的力量
403	402	0	PetSkill3_14	cw_jieli		头顶状态点				0	0	0	0	0		高级借力：增强主人的力量
404	404	0	PetSkill1_5	cw_yihun		头顶状态点				0	0	0	0	0		移魂：增强主人的定力
405	404	0	PetSkill1_6	cw_yihun		头顶状态点				0	0	0	0	0		高级移魂：增强主人的定力
406	406	0	PetSkill3_15	cw_jiasu		头顶状态点				0	0	0	0	0		瞬影：增强主人的身法
407	406	0	PetSkill3_16	cw_jiasu		头顶状态点				0	0	0	0	0		高级瞬影：增强主人的身法
408	408	0	PetSkill1_3	cw_qiangshen		头顶状态点				0	0	0	0	0		强身：增强主人的体力
409	408	0	PetSkill1_4	cw_qiangshen		头顶状态点				0	0	0	0	0		高级强身：增强主人的体力
410	410	0	PetSkill3_1	cw_ningshen		头顶状态点				0	0	0	0	0		凝神：增强主人的灵气
411	410	0	PetSkill3_2	cw_ningshen		头顶状态点				0	0	0	0	0		高级凝神：增强主人的灵气
412	37	0	PetSkill6_5	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		虚弱：降低目标的内外功攻击
413	37	0	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级虚弱：降低目标的内外功攻击
414	25	0	PetSkill6_7	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		破绽：降低目标的内外功防御
415	25	0	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级破绽：降低目标的内外功防御
416	23	0	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		摔绊：降低目标的移动速度
417	23	0	PetSkill6_16	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高级摔绊：降低目标的移动速度
418	418	1	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各10点
419	418	2	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各15点
420	418	3	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各20点
421	418	4	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各25点
422	418	5	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各30点
423	418	6	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各35点
424	418	7	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各40点
425	418	8	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各45点
426	418	9	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各50点
427	427	0	FightSkillShaoLin2_7							0	1	0	1	0		倒转干坤：增加技能所能造成的伤害
428	427	0	FightSkillMingJiao1_7							0	1	0	1	0		举火烧天：增加技能所能造成的伤害
429	427	0	FightSkillGaiBang_7							0	1	0	1	0		拨草寻蛇：增加技能所能造成的伤害
430	427	0	FightSkillWuDang2_7							0	1	0	1	0		空明式：增加技能所能造成的伤害
431	427	0	FightSkillEMei2_9							0	1	0	1	0		九阴毒龙功：增加技能所能造成的伤害
432	427	0	FightSkillXinXiu2_7							0	1	0	1	0		化血神毒：增加技能所能造成的伤害
433	427	0	FightSkillDaLi1_7							0	1	0	1	0		商阳剑：增加技能所能造成的伤害
434	427	0	FightSkillTianShan1_7							0	1	0	1	0		天地明灭：增加技能所能造成的伤害
435	427	0	FightSkillXiaoYao1_7							0	1	0	1	0		颠动沧溟：增加技能所能造成的伤害
436	436	0	CommonNPCHeader8_23							1	1	0	1	0		木婉清武学心得：坚强#r外功防御增加
437	436	0	CommonNPCHeader8_10							1	1	0	1	0		钟灵武学心得：定力#r定力增加
438	436	0	CommonNPCHeader8_4							1	1	0	1	0		段延庆武学心得：体质#r体力增加
439	436	0	CommonNPCHeader4_22							1	1	0	1	0		段誉武学心得：躲闪#r闪避增加
440	436	0	CommonNPCHeader3_2							1	1	0	1	0		阿朱武学心得：火焰#r火攻击增加
441	436	0	CommonNPCHeader8_18							1	1	0	1	0		阿碧武学心得：遗忘#r内功防御增加
442	436	0	CommonNPCHeader4_25							1	1	0	1	0		王语嫣武学心得：智慧#r灵气增加
443	436	0	CommonNPCHeader4_23							1	1	0	1	0		萧峰武学心得：力量#r力量增加
444	436	0	CommonNPCHeader3_3							1	1	0	1	0		阿紫武学心得：剧毒#r毒攻击增加
445	436	0	CommonNPCHeader3_1							1	1	0	1	0		慕容复武学心得：身法#r身法增加
446	436	0	CommonNPCHeader4_24							1	1	0	1	0		虚竹武学心得：要害#r会心攻击增加
447	436	0	CommonNPCHeader11_1							1	1	0	1	0		鸠摩智武学心得：玄妙#r玄攻击增加
448	436	0	CommonNPCHeader8_12							1	1	0	1	0		银川公主武学心得：寒冰#r冰攻击增加
449	449	0	Chrismas2_15				g01_buff_幸福雪球		脚下光圈点	0	0	0	1	0		幸福雪球：体力增加30点
450	450	0	MakeMaterial8_16							0	0	0	0	0		圣诞快乐
451	451	0	Choujiang_13							0	0	0	0	0		快活三：无法参加幸运快活三抽奖，体力、力量、灵气、定力、身法各增加5点
452	418	4	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各55点
453	418	5	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各60点
454	418	6	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各65点
455	418	7	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各70点
456	418	8	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各75点
457	418	9	PetSkill2_3							0	1	0	1	0		帮派关怀#r增加力量、灵气各80点
458	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		夺宝师徒练：火属性攻击提高30点
459	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		夺宝师徒练：冰属性攻击提高30点
460	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		夺宝师徒练：玄属性攻击提高30点
461	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		夺宝师徒练：毒属性攻击提高30点
462	462	0	Ring2_15				buff_重楼望月		身体中心点	1	0	0	0	0		重楼望月：攻击时有2%机率震慑敌人的魂魄，使之封穴，持续15秒，封穴不可解
463	463	0	Amulet3_5				buff_重楼逆天		身体中心点	1	0	0	0	0		重楼逆天：攻击时有2%机率震慑敌人的魂魄，使之麻痹，持续15秒，麻痹不可解
464	464	0	Buff0_9	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		封穴：移动不能，操作不能，可被攻击，无法被打醒
465	465	0	Buff6_13				g01_buff麻痹		身体中心点	0	0	1	0	0		麻痹：移动不能，操作不能，可被攻击，无法被打醒
466	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		夺宝师徒练：增加体力30点
467	459	0	PetSkill7_4							0	0	0	0	0		冰魂：增加冰抗50点
468	460	0	PetSkill7_6							0	0	0	0	0		火魂：增加火抗50点
469	461	0	PetSkill7_5							0	0	0	0	0		毒魂：增加毒抗50点
470	462	0	PetSkill7_3							0	0	0	0	0		玄魂：增加玄抗50点
471	463	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		师徒心连心：体力、力量、灵气、定力、身法各增加10点
472	472	0	CircularTaskTool3_11	all_em_bj00000		身体受击点	g01_收集签名		身体受击点	0	0	1	0	1	左武器绑定点	签名录：收集好友签名
473	473	0	Buff1_7							0	0	0	1	0		蛮力：攻击加强
474	474	0	FightSkillXiaoYao_8							0	0	0	1	0		火眼金睛：增加定力
475	475	0	Gem9_3_1							0	0	0	1	0		虎眼石精华：增加外功攻击
476	476	0	Gem9_3_8							0	0	0	1	0		猫眼石精华：增加内功攻击
477	477	0	Gem9_3_2							0	0	0	1	0		紫玉精华：增加命中
478	478	0	Gem9_3_7							0	0	0	1	0		祖母绿精华：增加闪避
479	479	0	Gem9_3_4							0	0	0	1	0		蓝晶石精华：增加冰攻击
480	480	0	Gem9_3_5							0	0	0	1	0		红晶石精华：增加火攻击
481	481	0	Gem9_3_3							0	0	0	1	0		黄晶石精华：增加玄攻击
482	482	0	Gem9_3_6							0	0	0	1	0		绿晶石精华：增加毒攻击
483	483	0	Gem1_2_16							0	0	0	1	0		红宝石精华：增加体力
484	484	0	Gem3_2_16							0	0	0	1	0		血精石精华：增加血上限
485	474	0	Buff1_4							0	1	1	0	0		虚弱：降低内外功攻击
486	475	0	Buff1_11							0	0	0	1	0		强化：增加内外功攻击
487	481	0	Ride2_3							0	0	0	1	0		解穴：解除己方人员封穴状态
488	482	0	Buff1_4							0	0	0	1	0		减速：降低地方人员移动速度
489	483	0	Buff1_5							0	0	0	1	0		免疫封穴
490	484	0	Buff1_6							0	0	0	1	0		增加：10%血上限
491	485	0	Buff1_7							0	0	0	1	0		增加：10%气上限
492	486	0	Buff1_8							0	0	0	1	0		增加：15%外功攻击
493	487	0	Buff1_9							0	0	0	1	0		增加：15%内功攻击
494	488	0	Buff1_10							0	0	0	1	0		增加：15%外功防御
#																
495	495	0	Buff10_3							0	0	0	1	0		搜宝专家：体力、力量、灵气、定力、身法各增加30点
496	496	0	Banner_3							0	0	0	1	0		超级旗手：增加人物基础外功防御和基础内功防御20%
497	497	0	Buff5_6							0	0	0	1	0		连斩狂客：增加人物基础外功攻击和基础内功攻击20%
498	498	0	Buff10_4							0	0	0	1	0		知耻后勇
499	499	0	Buff10_2				b_姜太公钓鱼01		头顶状态点	0	0	0	1	0		姜太公钓鱼：无敌，移动或使用技能后保护即会消失
500	99	0	Ride2_3							0	0	0	1	0		坐骑：雪橇
501	99	0	Ride2_4							0	0	0	1	0		坐骑：紫电
502	99	0	Ride2_16							0	0	0	1	0		坐骑：冥羽
503	99	0	RideHeader2_8							0	0	0	1	0		坐骑：如意熊
504	99	0	Ride2_6							0	0	0	1	0		坐骑：年兽
505	99	0	Ride2_7							0	0	0	1	0		坐骑：花车
506	99	0	Ride2_8							0	0	0	1	0		坐骑：旋转木马
507	507	0	FightSkillWuDang2_8				g01_wd_腾云驾雾buff01		脚下光圈点	0	0	0	1	0		仙风道骨：短时间内大幅度增加内功防御
508	13	0	FightSkillXinXiu2_8		Skills\Xx\Xx_吸星噬月_昏.wav		g01_xx_吸星噬月_zdo		身体中心点	0	1	1	0	0		含笑半步癫：间歇受到封穴效果
509	509	0	FightSkillDaLi1_12				g01_dl_新商阳剑buff		身体中心点	0	0	1	0	0		商阳剑：持续受到伤害。移动可以解除。
510	510	0	FightSkillMingJiao1_8				g01_mj_烽火连城_xinzd		身体受击点	0	0	1	0	1	左武器绑定点	烽火连城：眩晕，移动不能，操作不能，可被攻击，无法被打醒
511	511	0	FightSkillTianShan1_8		Skills\Common\ice_explode_1.wav		g01_ts_天地明灭_zdo		脚下光圈点	0	0	1	0	0		天地明灭：冰封，移动不能，操作不能，无敌状态，不可被攻击
512	122	0	FightSkillXinXiu2_8		Skills\Xx\Xx_吸星噬月_昏.wav					0	1	1	0	0		含笑半步癫：封穴，移动不能，操作不能，可被攻击，无法被打醒
513	99	0	RideHeader3_1							0	0	0	1	0		坐骑：白云
514	99	0	RideHeader3_2							0	0	0	1	0		坐骑：黑土
515	515	0	FightSkillDaLi2_3				g01_dl_天龙80级技能_buff蓝		身体受击点	0	1	1	0	0		冰劲：冰属性以外的其他三种抗性下降
516	515	0	FightSkillDaLi2_2				g01_dl_天龙80级技能_buff红		身体受击点	0	1	1	0	0		火劲：火属性以外的其他三种抗性下降
517	515	0	FightSkillDaLi2_5				g01_dl_天龙80级技能_buff黄		身体受击点	0	1	1	0	0		玄劲：玄属性以外的其他三种抗性下降
518	515	0	FightSkillDaLi2_4				g01_dl_天龙80级技能_buff绿		身体受击点	0	1	1	0	0		毒劲：毒属性以外的其他三种抗性下降
519	519	0	FightSkillShaoLin2_8				g01_慈航普度_buff01		身体中心点	0	0	0	1	0		慈航普度：处于少林弟子的保护下。受到的伤害降低，同时少林为你分担一半伤害。BUFF消失时，将会给周围6个目标定身效果。
520	520	0	FightSkillShaoLin2_8		Skills\Xx\Xx_玄冥神掌.wav		g01_慈航普度_buff爆炸01		身体中心点	0	0	0	0	0		慈航普度爆发：将会给周围的最多6个目标定身6秒的效果。
581	581	0	FightSkillMingJiao1_9				m01_mj_怒火连斩_持续		身体中心点	0	0	0	1	0		怒火连斩：攻击中会提高自身的移动速度，并在接下来的攻击中伤害递增
582	582	0	FightSkillXiaoYao1_9				g01_xy_步步生花_持续01		身体中心点	0	0	0	1	0		步步生花：每隔一段时间自动在脚下释放一个伤害陷阱
583	583	0	FightSkillTianShan1_9				m01_ts_冰凝霜华_持续		脚下光圈点	0	0	0	1	0		冷冻：移动不能，操作不能，可被攻击，可被打醒
584	584	0	FightSkillXinXiu2_9				g01_xx_尸爆_持续buff		身体中心点	0	0	0	1	0		一日丧命散：20秒内目标死亡则对周围目标造成毒性伤害和失明状态，没有死亡则对周围目标造成失明状态
585	585	0	FightSkillGaiBang_10				boss_李秋水18		脚下光圈点	0	0	0	0	0		横扫乾坤：免疫控制技能，自身不能使用技能，持续对周围多个敌方目标造成伤害
600	600	0	Buff3_4							0	0	0	1	0		援助：冰抗增加
601	601	0	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环		身体中心点	0	0	0	1	0		新蓝光环：增加所有属性
602	602	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新红光环		身体中心点	0	0	0	1	0		师徒情深：增加力量和灵气
603	603	0	Function_3	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新黄光环		身体中心点	0	0	0	1	0		团圆欢庆：增加所有属性
604	604	0	fuqiskill_5	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	情比金坚		身体中心点	0	0	0	1	0		情比金坚：增加所有属性
605	605	0	Buff5_16	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	buffer_科举		身体中心点	0	0	0	1	0		金榜题名：增加会心攻击和会心防御
606	606	0	Buff6_1							0	0	0	1	0		武林盟主：无法打开嵩山封禅台的宝箱
607	607	0	Buff6_6							0	0	0	1	0		灭：增加外功攻击
608	607	0	Buff6_5							0	0	0	1	0		震：增加内功攻击
609	607	0	Buff6_4							0	0	0	1	0		迅：增加移动速度
610	607	0	Buff6_3							0	0	0	1	0		滑：增加身法
611	116	0	Buff6_2							0	0	0	1	0		生：死后能够复活，复活时血气全满
612	612	0	CommonNPCHeader7_12							0	0	0	0	0		于九莲的保护：无法移动和释放技能，也不会受到伤害
613	613	0	Buff3_15							0	0	0	0	0		心无旁骛，周围的宁静与喧嚣都浑然不觉
614	36	0	FightSkillXiaoYao_15							0	1	1	0	0		虚弱：所受伤害放大
615	615	0	Buff6_12				活动BUFF_A01		身体中心点	1	0	0	1	0		天龙贺岁：增加内功攻击和外功攻击#r可以到大理龚彩云（170，123）领取
616	616	0	Buff6_11				活动BUFF_B01		身体中心点	1	0	0	1	0		真情回馈：大幅增加内功攻击和外功攻击
617	617	0	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	1	0		龟壳：不会受到伤害同时无法移动或攻击
618	618	0	PetSkill3_3				cw_rouqiang		头顶状态点	0	0	1	0	0		修罗咒：大幅降低内外攻防御
619	619	0	Food_8				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		新春快乐：体力、力量、灵气、定力、身法各增加20点#r#Y吃天之饺子成天之骄子#r苏州#G左桐#Y处可以领取#r天龙八部祝您春节愉快!
620	620	0	Food_8				g01_buff_圣诞礼盒02		脚下光圈点	0	0	0	1	0		新春快乐：体力、力量、灵气、定力、身法各增加20点#r#Y吃天之饺子成天之骄子#r苏州#G左桐#Y处可以领取#r天龙八部祝您春节愉快!
621	621	0	Food_8				g01_buff_圣诞礼盒03		脚下光圈点	0	0	0	1	0		新春快乐：体力、力量、灵气、定力、身法各增加20点#r#Y吃天之饺子成天之骄子#r苏州#G左桐#Y处可以领取#r天龙八部祝您春节愉快!
