INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
7750	≥…ƒÍœ¨ƒÒ	775	75	9	0	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7751	±‰“Ïœ¨ƒÒ	775	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7752	±‰“Ïœ¨ƒÒ	775	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7753	±‰“Ïœ¨ƒÒ	775	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7754	±‰“Ïœ¨ƒÒ	775	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7755	±‰“Ïœ¨ƒÒ	775	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7756	±‰“Ïœ¨ƒÒ	775	75	9	1	0	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7759	œ¨ƒÒ±¶±¶	775	75	9	0	1	10	10	688	500000	-1	-1	712	900000	703	450000	706	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	150	200	50	7200000	7750
7760	≥…ƒÍœ¨ƒÒ	776	85	9	0	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7761	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7762	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7763	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7764	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7765	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7766	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7767	±‰“Ïœ¨ƒÒ	776	85	9	1	0	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7769	œ¨ƒÒ±¶±¶	776	85	9	0	1	10	10	688	550000	-1	-1	712	900000	703	500000	706	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	150	200	50	7200000	7760
7770	≥…ƒÍœ¨ƒÒ	777	95	9	0	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7771	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7772	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7773	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7774	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7775	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7776	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7777	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7778	±‰“Ïœ¨ƒÒ	777	95	9	1	0	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7779	œ¨ƒÒ±¶±¶	777	95	9	0	1	10	10	688	600000	-1	-1	712	900000	703	550000	706	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	500	100	150	200	50	7200000	7770
7780	≥…ƒÍ–‹√®	778	5	9	0	0	100	10	690	300000	-1	-1	658	900000	718	250000	728	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	200	500	150	50	7200000	7780
7781	±‰“Ï–‹√®	778	5	9	1	0	100	10	690	300000	-1	-1	658	900000	718	250000	728	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	862	1510	755	647	862	846	930	972	1099	1269	100	200	500	150	50	7200000	7780
7782	±‰“Ï–‹√®	778	5	9	1	0	100	10	690	300000	-1	-1	658	900000	718	250000	728	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	975	1707	853	731	975	846	930	972	1099	1269	100	200	500	150	50	7200000	7780
7789	–‹√®±¶±¶	778	5	9	0	1	100	10	690	300000	-1	-1	658	900000	718	250000	728	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	750	1313	656	562	750	846	930	972	1099	1269	100	200	500	150	50	7200000	7780
7790	≥…ƒÍ–‹√®	779	45	9	0	0	100	10	690	350000	-1	-1	658	900000	718	300000	728	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	200	500	150	50	7200000	7790
7791	±‰“Ï–‹√®	779	45	9	1	0	100	10	690	350000	-1	-1	658	900000	718	300000	728	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	861	1507	753	646	861	948	1042	1090	1232	1422	100	200	500	150	50	7200000	7790
7792	±‰“Ï–‹√®	779	45	9	1	0	100	10	690	350000	-1	-1	658	900000	718	300000	728	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	939	1644	822	704	939	948	1042	1090	1232	1422	100	200	500	150	50	7200000	7790
7793	±‰“Ï–‹√®	779	45	9	1	0	100	10	690	350000	-1	-1	658	900000	718	300000	728	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1018	1781	890	763	1018	948	1042	1090	1232	1422	100	200	500	150	50	7200000	7790
7799	–‹√®±¶±¶	779	45	9	0	1	100	10	690	350000	-1	-1	658	900000	718	300000	728	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	783	1370	685	587	783	948	1042	1090	1232	1422	100	200	500	150	50	7200000	7790
7800	≥…ƒÍ–‹√®	780	55	9	0	0	100	10	690	400000	-1	-1	658	900000	718	350000	728	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	200	500	150	50	7200000	7800
7801	±‰“Ï–‹√®	780	55	9	1	0	100	10	690	400000	-1	-1	658	900000	718	350000	728	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	877	1535	767	657	877	1051	1156	1208	1366	1576	100	200	500	150	50	7200000	7800
7802	±‰“Ï–‹√®	780	55	9	1	0	100	10	690	400000	-1	-1	658	900000	718	350000	728	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	938	1642	821	703	938	1051	1156	1208	1366	1576	100	200	500	150	50	7200000	7800
7803	±‰“Ï–‹√®	780	55	9	1	0	100	10	690	400000	-1	-1	658	900000	718	350000	728	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	999	1749	874	749	999	1051	1156	1208	1366	1576	100	200	500	150	50	7200000	7800
7804	±‰“Ï–‹√®	780	55	9	1	0	100	10	690	400000	-1	-1	658	900000	718	350000	728	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1060	1856	928	795	1060	1051	1156	1208	1366	1576	100	200	500	150	50	7200000	7800
7809	–‹√®±¶±¶	780	55	9	0	1	100	10	690	400000	-1	-1	658	900000	718	350000	728	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	816	1428	714	612	816	1051	1156	1208	1366	1576	100	200	500	150	50	7200000	7800
7810	≥…ƒÍ–‹√®	781	65	9	0	0	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7811	±‰“Ï–‹√®	781	65	9	1	0	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	899	1574	787	674	899	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7812	±‰“Ï–‹√®	781	65	9	1	0	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	950	1663	831	712	950	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7813	±‰“Ï–‹√®	781	65	9	1	0	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1001	1752	876	751	1001	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7814	±‰“Ï–‹√®	781	65	9	1	0	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1052	1841	920	789	1052	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7815	±‰“Ï–‹√®	781	65	9	1	0	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1103	1931	965	827	1103	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7819	–‹√®±¶±¶	781	65	9	0	1	100	10	690	450000	-1	-1	658	900000	718	400000	728	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	848	1485	742	636	848	1153	1268	1325	1498	1729	100	200	500	150	50	7200000	7810
7820	≥…ƒÍ–‹√®	782	75	9	0	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7821	±‰“Ï–‹√®	782	75	9	1	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1619	809	694	925	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7822	±‰“Ï–‹√®	782	75	9	1	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	969	1697	848	727	969	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7823	±‰“Ï–‹√®	782	75	9	1	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1013	1774	887	760	1013	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7824	±‰“Ï–‹√®	782	75	9	1	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1057	1851	925	793	1057	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7825	±‰“Ï–‹√®	782	75	9	1	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1928	964	826	1102	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7826	±‰“Ï–‹√®	782	75	9	1	0	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1146	2005	1002	859	1146	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7829	–‹√®±¶±¶	782	75	9	0	1	100	10	690	500000	-1	-1	658	900000	718	450000	728	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	881	1542	771	661	881	1255	1380	1443	1631	1882	100	200	500	150	50	7200000	7820
7830	≥…ƒÍ–‹√®	783	85	9	0	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7831	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	952	1667	833	714	952	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7832	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	991	1735	867	743	991	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7833	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1031	1804	902	773	1031	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7834	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7835	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7836	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7837	±‰“Ï–‹√®	783	85	9	1	0	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7839	–‹√®±¶±¶	783	85	9	0	1	100	10	690	550000	-1	-1	658	900000	718	500000	728	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	200	500	150	50	7200000	7830
7840	≥…ƒÍ–‹√®	784	95	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7841	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7842	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7843	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1842	921	789	1052	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7844	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1088	1904	952	816	1088	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7845	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1123	1966	983	842	1123	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7846	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1159	2028	1014	869	1159	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7847	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1194	2090	1045	896	1194	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7848	±‰“Ï–‹√®	784	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7849	–‹√®±¶±¶	784	95	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2388	100	200	500	150	50	7200000	7840
7850	≥…ƒÍÛ¶–∑	785	5	9	0	0	10	10	684	300000	-1	-1	726	900000	661	250000	702	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	200	150	50	100	500	7200000	7850
7851	±‰“ÏÛ¶–∑	785	5	9	1	0	10	10	684	300000	-1	-1	726	900000	661	250000	702	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	200	150	50	100	500	7200000	7850
7852	±‰“ÏÛ¶–∑	785	5	9	1	0	10	10	684	300000	-1	-1	726	900000	661	250000	702	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	200	150	50	100	500	7200000	7850
7859	Û¶–∑±¶±¶	785	5	9	0	1	10	10	684	300000	-1	-1	726	900000	661	250000	702	100000	662	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	200	150	50	100	500	7200000	7850
7860	≥…ƒÍÛ¶–∑	786	45	9	0	0	10	10	684	350000	-1	-1	726	900000	661	300000	702	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	200	150	50	100	500	7200000	7860
7861	±‰“ÏÛ¶–∑	786	45	9	1	0	10	10	684	350000	-1	-1	726	900000	661	300000	702	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	200	150	50	100	500	7200000	7860
7862	±‰“ÏÛ¶–∑	786	45	9	1	0	10	10	684	350000	-1	-1	726	900000	661	300000	702	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	200	150	50	100	500	7200000	7860
7863	±‰“ÏÛ¶–∑	786	45	9	1	0	10	10	684	350000	-1	-1	726	900000	661	300000	702	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	200	150	50	100	500	7200000	7860
7869	Û¶–∑±¶±¶	786	45	9	0	1	10	10	684	350000	-1	-1	726	900000	661	300000	702	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	200	150	50	100	500	7200000	7860
7870	≥…ƒÍÛ¶–∑	787	55	9	0	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	200	150	50	100	500	7200000	7870
7871	±‰“ÏÛ¶–∑	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	200	150	50	100	500	7200000	7870
7872	±‰“ÏÛ¶–∑	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	200	150	50	100	500	7200000	7870
7873	±‰“ÏÛ¶–∑	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	200	150	50	100	500	7200000	7870
7874	±‰“ÏÛ¶–∑	787	55	9	1	0	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	200	150	50	100	500	7200000	7870
7879	Û¶–∑±¶±¶	787	55	9	0	1	10	10	684	400000	-1	-1	726	900000	661	350000	702	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	200	150	50	100	500	7200000	7870
7880	≥…ƒÍÛ¶–∑	788	65	9	0	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	200	150	50	100	500	7200000	7880
7881	±‰“ÏÛ¶–∑	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	200	150	50	100	500	7200000	7880
7882	±‰“ÏÛ¶–∑	788	65	9	1	0	10	10	684	450000	-1	-1	726	900000	661	400000	702	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	200	150	50	100	500	7200000	7880
