INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																															
134	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141041	1	-1	1500	100	#G	30308024	1	1	1	100	#G	10141042	1	-1	1776	50	#G	30308041	1	-1	1	100	#G	10141044	1	-1	1500	100		30308040	1	-1	1	100		10141045	1	-1	2400	50	#G	30308039	1	-1	1	100		10141046	1	-1	2000	100		30308038	1	-1	1	100	#G	10141047	1	-1	6000	80	#G	30308037	1	-1	1	100	#G	10141048	1	-1	1978	90	#G	30308036	1	-1	1	100	#G	10141060	1	-1	1978	90	#G	30308046	1	-1	1	100	#G	10141061	1	-1	2588	100		30308047	1	-1	1	100		10141062	1	-1	23200	100		30308048	1	-1	1	100		10141063	1	-1	2650	100		30308049	1	-1	1	100		10141064	1	-1	1980	100		30308050	1	-1	1	100		10141065	1	-1	2650	100		30308051	1	-1	1	100		10141083	1	-1	2100	100		30308052	1	-1	1	100		10141086	1	-1	28888	100		30308053	1	-1	1	100		10141089	1	-1	9000	100		30308054	1	-1	1	100		10141092	1	-1	3900	100		30308056	1	-1	1	100		10141095	1	-1	40000	100		30308057	1	-1	500	100		10141104	1	-1	1800	100		30308058	1	-1	1	100		10141113	1	-1	7200	100		30308037	1	-1	1	100		10141118	1	-1	8900	100		30308062	1	-1	1	100		10141124	1	-1	3980	100		30308063	1	-1	1	100		10141127	1	-1	3000	100		30308064	1	-1	1	100		10141130	1	-1	2800	100		30308065	1	-1	1	100		10141139	1	-1	2800	100		30308073	1	-1	1	100																																																
135	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30402025	1	-1	840	100		30402096	1	-1	4000	10	#G	30402097	1	-1	4000	10	#G	30402098	1	-1	4000	10	#G	30402099	1	-1	4000	10	#G	30402029	1	-1	396	100		30402035	1	-1	396	100		30402045	1	-1	528	100		30402091	1	-1	720	100		30402093	1	-1	600	100		30402051	1	-1	528	100		30402052	1	-1	528	100		30402053	1	-1	528	100		30402054	1	-1	528	100		30402033	1	-1	396	100		30402037	1	-1	396	100		30402039	1	-1	396	100		30402041	1	-1	396	100		30402043	1	-1	396	100		30402081	1	-1	396	100		30402082	1	-1	396	100		30402083	1	-1	396	100		30402084	1	-1	396	100		30402085	1	-1	396	100		30402086	1	-1	396	100		30402055	1	-1	396	100		30402059	1	-1	396	100		30402047	1	-1	396	100		30402049	1	-1	396	100		30402061	1	-1	396	100		30402063	1	-1	396	100		30402065	1	-1	396	100		30402067	1	-1	396	100		30402069	1	-1	396	100		30402073	1	-1	396	100		30402075	1	-1	396	100		30402077	1	-1	396	100		30402079	1	-1	396	100		0	1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
136	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	60	100		30008003	1	-1	76	50		30008016	1	-1	40	60		30008005	1	-1	200	100		30008004	1	-1	2000	100		31000000	1	-1	168	100		31000002	1	-1	160	100		31000001	1	-1	200	100		31000003	1	-1	200	100		30008018	1	-1	60	100		30501004	1	-1	100	100		30501005	1	-1	100	100		30501006	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																						
137	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30504026	1	-1	398	100		30504046	1	-1	1000	100		30700203	1	-1	2000	100		30700203	10	-1	18888	100		30504006	1	-1	100	100		30700204	1	-1	800	50	#G	30501358	1	-1	80	100	#G	30501356	1	-1	80	100	#G	30501167	1	-1	80	100	#G	30501171	1	-1	500	100	#G	30501170	1	-1	200	25	#G	10141040	1	-1	1	100	#G	10141030	1	-1	1	100	#G	30008048	1	-1	1	50	#G	30008034	1	-1	160	50	#G	30900005	1	-1	20	100		30900045	1	-1	550	80		30505106	1	-1	1	100		30505079	1	-1	1	100		30008011	1	-1	40	100		30008012	1	-1	3800	100		30900013	1	-1	1	100		30900014	1	-1	1	100		31000101	1	-1	8000	80		30008013	1	-1	1	80		30008007	1	-1	1	50		30008030	1	-1	10	100		30900007	1	-1	1	100		30008009	1	-1	1	100		30008006	1	-1	1	100		30008021	1	-1	1	100	#G	30008025	1	-1	1	100	#G	30008024	1	-1	1	100		30008023	1	-1	1	100		30008022	1	-1	1	84		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																		
138	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141003	1	1	100	100		30308023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																						
139	40	0	1	9	1	1	1	0	1	6600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505054	1	20	100	100		30505055	1	20	100	100		30505056	1	20	100	100		30508041	1	20	100	100		30508051	1	20	100	100		30508061	1	20	100	100		30505041	1	20	100	100		30505051	1	20	100	100		30505061	1	20	100	100		30507041	1	20	100	100		30507051	1	20	100	100		30507061	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
140	40	0	1	9	1	1	1	0	1	7000000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505054	1	20	100	100		30505055	1	20	100	100		30505056	1	20	100	100		30505057	1	20	100	100		30508041	1	20	100	100		30508051	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30505041	1	20	100	100		30505051	1	20	100	100		30505061	1	20	100	100		30505071	1	20	100	100		30507041	1	20	100	100		30507051	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
141	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505056	1	20	100	100		30505057	1	20	100	100		30505058	1	20	100	100		30505059	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30508081	1	20	100	100		30508091	1	20	100	100		30505061	1	20	100	100		30505071	1	20	100	100		30505081	1	20	100	100		30505091	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		30507081	1	20	100	100		30507091	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
142	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124000	1	-1	100	100		10124001	1	-1	100	100		10124002	1	-1	100	100		10124003	1	-1	100	100		10124004	1	-1	100	100		10124005	1	-1	100	100		10124006	1	-1	100	100		10124007	1	-1	100	100		10124008	1	-1	100	100		0	1	-1	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
143	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30001003	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30002003	1	-1	100	100		30101044	1	-1	100	100		30101045	1	20	100	100		30101046	1	-1	100	100		30101047	1	20	100	100		30101048	1	20	100	100		30101049	1	20	100	100		30101050	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
144	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505053	10	-1	32	100		30505054	10	-1	40	100		30505055	10	-1	48	100		30505056	10	-1	56	100		30505057	10	-1	64	100		30505058	10	-1	72	100		30505059	10	-1	80	100		30505172	10	-1	100	100	#G	30505173	10	-1	120	100	#G	30501017	1	-1	8	100		30501018	1	-1	8	100		30501019	1	-1	8	100		30501020	1	-1	8	100		30501021	1	-1	8	100		30501022	1	-1	8	100		30501037	1	-1	32	100		30501038	1	-1	32	100		30501039	1	-1	32	100		30501040	1	-1	32	100		30501041	1	-1	32	100		30501042	1	-1	32	100		30501017	5	-1	39	100		30501018	5	-1	39	100		30501019	5	-1	39	100		30501020	5	-1	39	100		30501021	5	-1	39	100		30501022	5	-1	39	100		30501037	5	-1	158	70		30501038	5	-1	158	70		30501039	5	-1	158	70		30501040	5	-1	158	70		30501041	5	-1	158	70		30501042	5	-1	158	70		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
145	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20307001	1	-1	398	100		20307125	1	-1	400	100		20307126	1	-1	280	100		20307127	1	-1	280	100		20307121	1	-1	238	100		20307122	1	-1	238	100		20307123	1	-1	238	100		20307124	1	-1	238	100		20307128	1	-1	200	100	#G	20307129	1	-1	200	100	#G	20307130	1	-1	200	100	#G	20307119	1	-1	198	100		20307120	1	-1	198	100		20307114	1	-1	198	100		20307112	1	-1	198	100		20307111	1	-1	198	100		20307115	1	-1	198	100		20307118	1	-1	198	100		20307116	1	-1	198	100		20307117	1	-1	198	100		20307102	1	-1	198	100		20307103	1	-1	198	100		20307104	1	-1	198	100		20307105	1	-1	198	100		20307106	1	-1	198	100		20307107	1	-1	198	100		20307108	1	-1	198	100		20307109	1	-1	198	100		20307110	1	-1	198	100		20307101	1	-1	198	100		20307113	1	-1	198	100		20307133	1	-1	198	100	#G	20307135	1	-1	198	100	#G	20307137	1	-1	100	100		20307139	1	-1	100	100		20307142	1	-1	100	100		20307144	1	-1	100	100		20307143	1	-1	100	100		20307146	1	-1	100	100		20307145	1	-1	100	100		20307150	1	-1	100	100		20307148	1	-1	100	100		20307149	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
																																																																																																																																																																																																																																																																																																																																																																																			
146	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308059	1	-1	800	100	#G	30308055	1	-1	1996	100		30308002	1	-1	1960	100		30308011	1	-1	1400	100		30308045	1	-1	1960	100		30308003	1	-1	1960	100		30308012	1	-1	1400	100		30308070	1	-1	1960	100	#G	30308004	1	-1	1960	100		30308013	1	-1	1400	100		30308060	1	-1	1960	100	#G	30308005	1	-1	1960	100		30308014	1	-1	1400	100		30308066	1	-1	1960	100	#G	30308006	1	-1	1960	100		30308015	1	-1	1400	100		30308043	1	-1	1960	100		30308007	1	-1	1960	100		30308016	1	-1	1400	100		30308067	1	-1	1960	100	#G	30308008	1	-1	1960	100		30308017	1	-1	1400	100		30308068	1	-1	1960	100	#G	30308009	1	-1	1960	100		30308018	1	-1	1400	100		30308071	1	-1	1960	100	#G	30308010	1	-1	1960	100		30308019	1	-1	1400	100		30308069	1	-1	1960	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
147	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10470000	1	20	100	100		10470001	1	20	100	100		10470002	1	20	100	100		10470003	1	20	100	100		10470004	1	20	100	100		10470005	1	20	100	100		10470006	1	20	100	100		10470007	1	20	100	100		10470008	1	20	100	100		10470009	1	20	100	100		10470010	1	20	100	100		10470011	1	20	100	100		10470012	1	20	100	100		10470013	1	20	100	100		10470014	1	20	100	100		10470015	1	20	100	100		30301134	1	20	100	100		30301144	1	20	100	100		30300004	1	20	100	100		30300014	1	20	100	100		30300024	1	20	100	100		30300034	1	20	100	100		30300044	1	20	100	100		30300054	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
148	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302005	1	20	100	100		30302015	1	20	100	100		30302025	1	20	100	100		30301005	1	20	100	100		30301015	1	20	100	100		30301025	1	20	100	100		30301035	1	20	100	100		30301045	1	20	100	100		30301055	1	20	100	100		30301065	1	20	100	100		30301075	1	20	100	100		30301085	1	20	100	100		30301095	1	20	100	100		30301105	1	20	100	100		30301115	1	20	100	100		30301125	1	20	100	100		30301135	1	20	100	100		30301145	1	20	100	100		30300005	1	20	100	100		30300015	1	20	100	100		30300025	1	20	100	100		30300035	1	20	100	100		30300045	1	20	100	100		30300055	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
149	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50113006	1	-1	1	100		50101001	1	-1	1	100		50101002	1	-1	1	100		50102001	1	-1	1	100		50102002	1	-1	1	100		50102003	1	-1	1	100		50102004	1	-1	1	100		50103001	1	-1	1	100		50104002	1	-1	1	100		50111001	1	-1	1	100		50111002	1	-1	1	100		50112001	1	-1	1	100		50112002	1	-1	1	100		50112003	1	-1	1	100		50112004	1	-1	1	100		50113001	1	-1	1	100		50113002	1	-1	1	100		50113003	1	-1	1	100		50113004	1	-1	1	100		50113005	1	-1	1	100		50114001	1	-1	1	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
150	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50321001	1	-1	1	100	#G	50321002	1	-1	1	100	#G	50321003	1	-1	1	100	#G	50321004	1	-1	1	100	#G	50313006	1	-1	1	100		50301001	1	-1	1	100		50301002	1	-1	1	100		50302001	1	-1	1	100		50302002	1	-1	1	100		50302003	1	-1	1	100		50302004	1	-1	1	100		50303001	1	-1	1	100		50304002	1	-1	1	100		50311001	1	-1	1	100		50311002	1	-1	1	100		50312001	1	-1	1	100		50312002	1	-1	1	100		50312003	1	-1	1	100		50312004	1	-1	1	100		50313001	1	-1	1	100		50313002	1	-1	1	100		50313003	1	-1	1	100		50313004	1	-1	1	100		50313005	1	-1	1	100		50314001	1	-1	1	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	1	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
151	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	60	100		30008003	1	-1	76	50		30900006	1	-1	55	100		30008034	1	-1	160	50	#G	30900045	1	-1	550	100	#G	30900038	1	-1	80	50	#G	30900039	1	-1	400	20	#G	30900040	1	-1	2000	20	#G	10124110	1	-1	980	100	#G	30008037	1	-1	60	100	#G	30008038	1	-1	600	100	#G	31000101	1	-1	800	50	#G	30501152	1	-1	200	100	#G	30008011	1	-1	40	100		30008012	1	-1	3800	100		30505107	11	-1	20000	100		30900015	1	-1	38	100		30900016	1	-1	398	100		30900010	1	-1	98	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30503017	1	-1	39	100		30503018	1	-1	55	100		30503019	1	-1	72	100		50313004	1	-1	420	100		50301001	1	-1	420	100		50301002	1	-1	420	100		50303001	1	-1	420	100		50314001	1	-1	420	100		50304002	1	-1	420	100		30508011	1	-1	7520	100		30402095	1	-1	3960	100		30402088	1	-1	3960	100		30402092	1	-1	1996	100		30402094	1	-1	1580	100		30508026	1	-1	22	100		30308003	1	-1	1960	100		10141057	1	-1	7200	100		10141045	1	-1	3200	100		31000000	1	-1	168	100		30008018	1	-1	60	100		30008009	1	-1	80	100		30505079	1	-1	9999	40		30008016	1	-1	40	60		20307001	1	-1	398	100		20109007	1	-1	56	100		20109008	1	-1	64	100		30900009	1	-1	24	100																																																												
152	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30402095	1	-1	3960	100		30402087	1	-1	3960	100		30402088	1	-1	3960	100		30402089	1	-1	3960	100		30402090	1	-1	3960	100		30402026	1	-1	2320	100		30402030	1	-1	596	100		30402034	1	-1	596	100		30402036	1	-1	996	100		30402046	1	-1	1596	100		30402038	1	-1	596	100		30402040	1	-1	596	100		30402042	1	-1	596	100		30402044	1	-1	596	100		30402092	1	-1	1996	100		30402094	1	-1	1580	100		30402072	1	-1	1596	100		30402048	1	-1	596	100		30402050	1	-1	596	100		30402012	1	-1	596	100		30402014	1	-1	596	100		30402016	1	-1	596	100		30402018	1	-1	596	100		30402020	1	-1	596	100		30402056	1	-1	596	100		30402060	1	-1	596	100		30402062	1	-1	596	100		30402064	1	-1	596	100		30402066	1	-1	596	100		30402068	1	-1	596	100		30402070	1	-1	596	100		30402074	1	-1	596	100		30402076	1	-1	996	100		30402078	1	-1	996	100		30402080	1	-1	596	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
